uwi,lease_name,well_name,well_num,operator,rsv_cat,bench,first_prod_date,comp_date,hole_direction,surface_lat,surface_lon
42329458280000,DAVIDSON 42B,DAVIDSON 42B 4HL,4HL,OVV,01PDP,WCB,2023-02-01,2023-02-09,H,31.653751373291016,-102.04054260253906
42003486280000,UNIVERSITY 8-8E B,UNIVERSITY 8-8E B H 9WC,H 9WC,Piedra,01PDP,WCB,2023-12-01,2023-12-01,H,32.39198684692383,-102.35792541503906
42329458240000,FOUR CORNERS 1423 H,FOUR CORNERS 1423 H 203H,203H,FANG,01PDP,WCB,2023-03-01,2023-03-05,H,31.66529655456543,-102.2870101928711
42227418480000,EASTLAND BIG DADDY D,EASTLAND BIG DADDY D 1522LS,1522LS,SM,01PDP,LSS,2023-09-01,2023-09-19,H,32.467384338378906,-101.42301940917969
42227418470000,EASTLAND BIG DADDY C,EASTLAND BIG DADDY C 1543WA,1543WA,SM,01PDP,WCA,2023-09-01,2023-09-18,H,32.46736145019531,-101.42311096191406
42501374060000,BUCKY 711 A,BUCKY 711 A 3H,3H,REI,01PDP,SAN ANDRES,2022-09-01,2022-09-18,H,33.05113983154297,-103.01824188232422
42317445310000,VERNON 252 A,VERNON 252 A 4MS,4MS,OVV,01PDP,MSS,2023-03-01,2023-03-16,H,32.415557861328125,-101.97476959228516
42317445300000,VERNON 252 A,VERNON 252 A 3LS,3LS,OVV,01PDP,LSS,2023-03-01,2023-03-16,H,32.41557693481445,-101.97468566894531
42227418570000,TALL GRASS H,TALL GRASS H 13CF,13CF,OXY,01PDP,CLFK,2023-07-01,2023-07-02,H,32.23158645629883,-101.6688232421875
42003486250000,FEE `CF`,FEE `CF` 408LS,408LS,Fasken oil,01PDP,Dean,2023-12-01,2023-10-17,H,32.28160095214844,-102.30638122558594
42003486190000,UNIVERSITY 8-8E,UNIVERSITY 8-8E H 7WC,H 7WC,Piedra,01PDP,WCB,2023-08-01,2023-08-01,H,32.393333435058594,-102.35206604003906
42227418460000,EASTLAND BIG DADDY B,EASTLAND BIG DADDY B 1521LS,1521LS,SM,01PDP,LSS,2023-09-01,2023-09-18,H,32.467342376708984,-101.42321014404297
42383411730000,EMILY A,EMILY A 1H,1H,CIVI,01PDP,WCA,2023-03-01,2023-02-24,H,31.465539932250977,-101.64177703857422
42227418580000,UNDERWOOD WEST 33-WA,UNDERWOOD WEST 33-WA 3H,3H,HOG,01PDP,WCA,2022-12-01,2022-12-25,H,32.39305114746094,-101.49009704589844
42317445250000,CLAIRE 252 C,CLAIRE 252 C 3LS,3LS,OVV,01PDP,LSS,2023-03-01,2023-03-15,H,32.41632843017578,-101.97130584716797
42317445240000,CLAIRE 252 B,CLAIRE 252 B 2WD,2WD,OVV,01PDP,WCD,2023-03-01,2023-03-15,H,32.41634750366211,-101.9712142944336
42227418500100,UNDERWOOD WEST 33 LS,UNDERWOOD WEST 33 LS 2H,2H,HOG,01PDP,LSS,2022-12-01,2023-01-01,H,32.39303207397461,-101.49017333984375
42383411800000,EMILY H,EMILY H 8H,8H,CIVI,01PDP,WCB,2023-03-01,2023-02-24,H,31.46734046936035,-101.63410186767578
42227418550000,RISING SUN 6-7,RISING SUN 6-7 H 1WD,H 1WD,Bayswater,01PDP,WCD,2023-08-01,2023-09-01,H,32.41984558105469,-101.2183609008789
42317445330000,VERNON 252 B,VERNON 252 B 6WA,6WA,OVV,01PDP,WCA,2023-03-01,2023-03-16,H,32.4155158996582,-101.97494506835938
42329458300000,DAVIDSON 42B,DAVIDSON 42B 6HD,6HD,OVV,01PDP,JM,2023-02-01,2023-02-11,H,31.653728485107422,-102.0403060913086
42003486200000,FEE `CF`,FEE `CF` 403MS,403MS,Fasken oil,01PDP,MSS,2023-11-01,2023-10-14,H,32.28165054321289,-102.3061752319336
42003486230000,FEE `CF`,FEE `CF` 406WB,406WB,Fasken oil,01PDP,WCB,2023-11-01,2023-10-20,H,32.277713775634766,-102.30491638183594
42003486140000,UNIVERSITY 8-8E B,UNIVERSITY 8-8E B H 3MS,H 3MS,OVV,01PDP,MSS,2023-09-01,2023-08-30,H,32.39202117919922,-102.35777282714844
42329458230000,FOUR CORNERS 1423 G,FOUR CORNERS 1423 G 103H,103H,FANG,01PDP,WCA,2023-03-01,2023-03-03,H,31.665267944335938,-102.28713989257812
42383411820000,EMILY J,EMILY J 10H,10H,CIVI,01PDP,WCB,2023-03-01,2023-02-24,H,31.467369079589844,-101.63397216796875
42317445210000,RIVERS UNIT 1 & 2,RIVERS UNIT 1 & 2 1963DH,1963DH,XOM,01PDP,Dean,2024-09-01,2024-09-04,H,32.37873840332031,-101.82404327392578
42227418590000,UNDERWOOD WEST 33 MS,UNDERWOOD WEST 33 MS 4H,4H,HOG,01PDP,MSS,2023-01-01,2023-02-18,H,32.39306640625,-101.49002838134766
42003486160000,UNIVERSITY 8-8E A,UNIVERSITY 8-8E A H 5LS,H 5LS,OVV,01PDP,LSS,2023-08-01,2023-08-31,H,32.39282989501953,-102.35425567626953
42003486220000,FEE `CF`,FEE `CF` 405WA,405WA,Fasken oil,01PDP,WCA,2023-11-01,2023-10-20,H,32.277740478515625,-102.30481719970703
42383411750000,EMILY C,EMILY C 3H,3H,CIVI,01PDP,WCB,2023-03-01,2023-02-24,H,31.46556854248047,-101.64165496826172
42383411840000,EMILY L,EMILY L 12H,12H,CIVI,01PDP,WCB,2023-03-01,2023-02-24,H,31.467397689819336,-101.63385009765625
42317445270000,CLAIRE 252 C,CLAIRE 252 C 5JM,5JM,OVV,01PDP,JM,2023-03-01,2023-03-15,H,32.416290283203125,-101.97148132324219
42329458290000,DAVIDSON 42B,DAVIDSON 42B 5HG,5HG,OVV,01PDP,Dean,2023-02-01,2023-02-18,H,31.65374183654785,-102.04046630859375
42003486210000,FEE `CF`,FEE `CF` 404LS,404LS,Fasken oil,01PDP,LSS,2023-12-01,2023-10-17,H,32.28162384033203,-102.3062744140625
42227418450000,EASTLAND BIG DADDY A,EASTLAND BIG DADDY A 1542WA,1542WA,SM,01PDP,WCA,2023-08-01,2023-08-30,H,32.46675491333008,-101.42585754394531
42383411770000,EMILY E,EMILY E 5H,5H,CIVI,01PDP,WCA,2023-03-01,2023-02-24,H,31.46559715270996,-101.64152526855469
42383411760000,EMILY D,EMILY D 4H,4H,CIVI,01PDP,WCB,2023-03-01,2023-02-24,H,31.46558380126953,-101.64158630371094
42329458260200,DAVIDSON 42A,DAVIDSON 42A 2HM,2HM,OVV,01PDP,WCB,2023-02-01,2023-02-12,H,31.653772354125977,-102.04078674316406
42501374070000,BUCKY 711 A,BUCKY 711 A 4H,4H,REI,01PDP,SAN ANDRES,2022-09-01,2022-09-21,H,33.05113983154297,-103.0182113647461
42317445320000,VERNON 252 B,VERNON 252 B 5JM,5JM,OVV,01PDP,JM,2023-03-01,2023-03-16,H,32.41553497314453,-101.97486114501953
42329458250000,DAVIDSON 42A,DAVIDSON 42A 1HD,1HD,OVV,01PDP,JM,2023-02-01,2023-02-11,H,31.653789520263672,-102.04093933105469
42003486180000,UNIVERSITY 8-8E A,UNIVERSITY 8-8E A H 8WC,H 8WC,Piedra,01PDP,WCB,2023-08-01,2023-08-01,H,32.3928108215332,-102.35433197021484
42003486270100,FEE `CF`,FEE `CF` 410WB,410WB,Fasken oil,01PDP,WCB,2023-11-01,2023-10-20,H,32.27769088745117,-102.30502319335938
42003486120000,UNIVERSITY 8-8E,UNIVERSITY 8-8E H 1MS,H 1MS,OVV,01PDP,MSS,2023-08-01,2023-08-30,H,32.393367767333984,-102.3519058227539
42317445230000,CLAIRE 252 A,CLAIRE 252 A 1MS,1MS,OVV,01PDP,MSS,2023-03-01,2023-03-15,H,32.41636657714844,-101.97113037109375
42227418530000,FAR EAST 1-12,FAR EAST 1-12 H 2WD,H 2WD,Bayswater,01PDP,WCD,2024-05-01,2024-05-25,H,32.41981887817383,-101.2184829711914
42227418490000,UNDERWOOD WEST 33 WA,UNDERWOOD WEST 33 WA 1H,1H,HOG,01PDP,WCA,2022-12-01,2023-01-01,H,32.39301681518555,-101.49024963378906
42227418560000,RISING SUN 6-7,RISING SUN 6-7 H 2W,H 2W,Bayswater,01PDP,WCA,2023-08-01,2023-08-30,H,32.41986083984375,-101.21829986572266
42003486150000,UNIVERSITY 8-8E,UNIVERSITY 8-8E H 4LS,H 4LS,OVV,01PDP,LSS,2023-08-01,2023-08-31,H,32.393348693847656,-102.35198974609375
42227418520000,UNDERWOOD WEST 33_WA,UNDERWOOD WEST 33_WA 6H,6H,HOG,01PDP,WCA,2022-12-01,2022-12-25,H,32.39310073852539,-101.48987579345703
42383411810000,EMILY I,EMILY I 9H,9H,CIVI,01PDP,WCB,2023-03-01,2023-02-24,H,31.467355728149414,-101.63404083251953
42383411790100,EMILY G,EMILY G 7H,7H,CIVI,01PDP,WCA,2023-03-01,2023-02-24,H,31.467327117919922,-101.63416290283203
42383411830000,EMILY K,EMILY K 11H,11H,CIVI,01PDP,WCA,2023-03-01,2023-02-24,H,31.467384338378906,-101.6339111328125
42383411740000,EMILY B,EMILY B 2H,2H,CIVI,01PDP,WCB,2023-03-01,2023-02-24,H,31.46555519104004,-101.64171600341797
42227418510000,UNDERWOOD WEST 33-LS,UNDERWOOD WEST 33-LS 5H,5H,HOG,01PDP,LSS,2023-01-01,2023-01-05,H,32.39308166503906,-101.48995208740234
42329458270000,DAVIDSON 42A,DAVIDSON 42A 3HG,3HG,OVV,01PDP,Dean,2023-02-01,2023-02-20,H,31.653766632080078,-102.04070281982422
42003486240000,FEE `CF`,FEE `CF` 407MS,407MS,Fasken oil,01PDP,MSS,2023-11-01,2023-10-17,H,32.28157424926758,-102.30648040771484
42003486130000,UNIVERSITY 8-8E A,UNIVERSITY 8-8E A H 2MS,H 2MS,OVV,01PDP,MSS,2023-08-01,2023-08-30,H,32.39284896850586,-102.35417175292969
42383411780000,EMILY F,EMILY F 6H,6H,CIVI,01PDP,WCB,2023-03-01,2023-02-24,H,31.465612411499023,-101.64146423339844
42079334310000,BUFFALO BILL,BUFFALO BILL 4AH,4AH,Silver Creek,01PDP,SAN ANDRES,2022-10-01,2022-10-23,H,33.57890701293945,-102.97979736328125
42227418440000,EASTLAND BIG DADDY A,EASTLAND BIG DADDY A 1504MS,1504MS,SM,01PDP,MSS,2023-10-01,2023-08-30,H,32.46673583984375,-101.42594146728516
42317445260000,CLAIRE 252 C,CLAIRE 252 C 4WA,4WA,OVV,01PDP,WCA,2023-03-01,2023-03-15,H,32.41630935668945,-101.97138977050781
42317445280000,VERNON 252 A,VERNON 252 A 1WD,1WD,OVV,01PDP,WCD,2023-03-01,2023-03-16,H,32.41561508178711,-101.9745101928711
42227418540000,RISING SUN 6-7,RISING SUN 6-7 H 1W,H 1W,Bayswater,01PDP,WCA,2023-08-01,2023-08-31,H,32.419830322265625,-101.21842193603516
42173388150000,PRINCETON A,PRINCETON A 202ST,202ST,OXY,01PDP,STRAWN,2024-02-01,2024-02-21,H,31.877763748168945,-101.75482940673828
42003486260000,FEE `CF`,FEE `CF` 409WA,409WA,Fasken oil,01PDP,WCA,2023-11-01,2023-10-20,H,32.27766799926758,-102.30512237548828
42103370800000,WADDELL TRACT A,WADDELL TRACT A 4302H,4302H,Blackbeard,01PDP,SAN ANDRES,2022-11-01,2022-10-22,H,31.50990867614746,-102.65796661376953
42383411700000,DIVIDE DRAW,DIVIDE DRAW 1204UB,1204UB,Discovery,01PDP,WCB,2023-03-01,2023-03-14,H,31.263805389404297,-101.37490844726562
42461421870000,KATIE,KATIE 4475WB,4475WB,SM,01PDP,WCB,2023-02-01,2023-02-14,H,31.606395721435547,-102.20927429199219
42173388130000,HULING 36-24 H,HULING 36-24 H 281,281,FANG,01PDP,WCA,2023-05-01,2023-05-10,H,31.666688919067383,-101.52971649169922
42227418270000,POWELL 28-21 B UNIT,POWELL 28-21 B UNIT H 5H,H 5H,HPK,01PDP,WCC,2023-03-01,2023-03-11,H,32.20380401611328,-101.32162475585938
42317444970000,CERBERUS 23-14 UNIT 1,CERBERUS 23-14 UNIT 1 232,232,FANG,01PDP,WCB,2023-09-01,2023-08-30,H,32.256874084472656,-101.72236633300781
42317444990000,CERBERUS 23-14 UNIT 1,CERBERUS 23-14 UNIT 1 134,134,FANG,01PDP,LSS,2023-09-01,2023-08-24,H,32.256736755371094,-101.72565460205078
42317444760000,MAMBA 6-35 UNIT 2A,MAMBA 6-35 UNIT 2A 172,172,FANG,01PDP,LSS,2023-02-01,2023-02-24,H,32.22980499267578,-102.00847625732422
42317444800000,MAMBA 6-35 UNIT 2A,MAMBA 6-35 UNIT 2A 175,175,FANG,01PDP,JM,2023-04-01,2023-02-24,H,32.2289924621582,-102.01191711425781
42317444810000,GUARDIAN 250 N,GUARDIAN 250 N 10LS,10LS,FANG,01PDP,LSS,2023-06-01,2023-06-15,H,32.42847442626953,-102.08951568603516
42227418310000,DEMON DEACON 22-25 B,DEMON DEACON 22-25 B 3WB,3WB,Birch,01PDP,WCB,2023-04-01,2023-04-21,H,32.370540618896484,-101.66239166259766
42227418380000,DEMON DEACON 22-25 D,DEMON DEACON 22-25 D 5JD,5JD,Birch,01PDP,JM,2023-04-01,2023-04-14,H,32.37063980102539,-101.66194915771484
42329458160000,TEXAS TEN-MILES 37T,TEXAS TEN-MILES 37T 20H,20H,XOM,01PDP,MSS,2023-03-01,2023-03-23,H,31.90306282043457,-102.020751953125
42383411690000,DIVIDE DRAW B,DIVIDE DRAW B 1202UB,1202UB,Discovery,01PDP,WCB,2023-03-01,2023-03-13,H,31.263805389404297,-101.37495422363281
42329458020000,SHACKELFORD 9C,SHACKELFORD 9C 3H,3H,XOM,01PDP,WCA,2023-05-01,2023-05-14,H,31.773183822631836,-101.826904296875
42317445020000,CERBERUS 23-14 UNIT 1,CERBERUS 23-14 UNIT 1 142,142,FANG,01PDP,Dean,2023-08-01,2023-08-24,H,32.256683349609375,-101.72589111328125
42317444690000,MAMBA 6-35 UNIT 2A,MAMBA 6-35 UNIT 2A 274,274,FANG,01PDP,WCA,2023-04-01,2023-02-24,H,32.22901153564453,-102.0118408203125
42317444700000,MAMBA 6-35 UNIT 2A,MAMBA 6-35 UNIT 2A 152,152,FANG,01PDP,JM,2023-02-01,2023-02-24,H,32.22996139526367,-102.00658416748047
42317444820000,GUARDIAN 250 N,GUARDIAN 250 N 6JM,6JM,FANG,01PDP,JM,2023-07-01,2023-06-10,H,32.42844009399414,-102.08969116210938
42461421780000,SKELETOR F,SKELETOR F 3012HU,3012HU,FANG,01PDP,WCB,2024-02-01,2024-03-06,H,31.356689453125,-101.9588851928711
42227418300000,DEMON DEACON 22-25 A,DEMON DEACON 22-25 A 1MS,1MS,Birch,01PDP,MSS,2023-05-01,2023-05-01,H,32.37052536010742,-101.6624526977539
42329458190000,FOUR CORNERS 1423 C,FOUR CORNERS 1423 C 201H,201H,FANG,01PDP,WCB,2023-02-01,2023-02-15,H,31.666549682617188,-102.28128051757812
42033325850100,WRAITH UNIT B 12-16,WRAITH UNIT B 12-16 4AH,4AH,Surge,01PDP,WCA,2023-01-01,2023-01-24,H,32.55619812011719,-101.35240936279297
42317445080000,COPPER CREEK A4,COPPER CREEK A4 10SH,10SH,APA,01PDP,LSS,2023-04-01,2023-03-22,H,32.524818420410156,-101.69418334960938
42317445100000,COPPER CREEK A5,COPPER CREEK A5 3AH,3AH,APA,01PDP,WCA,2023-03-01,2023-03-22,H,32.52476119995117,-101.6940689086914
42461421790000,SKELETOR G,SKELETOR G 3022HL,3022HL,FANG,01PDP,WCB,2024-03-01,2024-03-05,H,31.356666564941406,-101.95897674560547
42173388110000,HULING 36-24 F,HULING 36-24 F 261,261,FANG,01PDP,WCA,2023-05-01,2023-05-10,H,31.666706085205078,-101.5296401977539
42317444580000,MAMBA 6-35 UNIT 2A,MAMBA 6-35 UNIT 2A 161,161,FANG,01PDP,Dean,2023-04-01,2023-02-24,H,32.229942321777344,-102.00666046142578
42461421800000,SKELETOR G,SKELETOR G 3002HA,3002HA,FANG,01PDP,WCA,2024-03-01,2024-03-21,H,31.35664176940918,-101.95906829833984
42317444600000,MAMBA 6-35 UNIT 2,MAMBA 6-35 UNIT 2 281,281,FANG,01PDP,WCB,2023-02-01,2023-02-24,H,32.22895812988281,-102.01207733154297
42317444730000,MAMBA 6-35 UNIT 2A,MAMBA 6-35 UNIT 2A 163,163,FANG,01PDP,MSS,2023-04-01,2023-02-25,H,32.22990417480469,-102.00682067871094
42227418370000,DEMON DEACON 22-25 D,DEMON DEACON 22-25 D 5DN,5DN,Birch,01PDP,Dean,2023-04-01,2023-04-18,H,32.37062454223633,-101.6620101928711
42329458180000,FOUR CORNERS 1423 B,FOUR CORNERS 1423 B 101H,101H,FANG,01PDP,WCA,2023-02-01,2023-02-15,H,31.666521072387695,-102.28141021728516
42329458150000,TEXAS TEN-MILES 37M,TEXAS TEN-MILES 37M 13H,13H,XOM,01PDP,WCB,2023-03-01,2023-03-24,H,31.902963638305664,-102.02117919921875
42501374010000,PLUSH 358,PLUSH 358 6H,6H,Steward,01PDP,SAN ANDRES,2022-10-01,2022-10-26,H,33.21097183227539,-103.05931091308594
42329458100000,SHACKELFORD 9K,SHACKELFORD 9K 11H,11H,XOM,01PDP,WCA,2023-04-01,2023-04-25,H,31.77496337890625,-101.81952667236328
42227418410000,DEMON DEACON 22-25 E,DEMON DEACON 22-25 E 7WA,7WA,Birch,01PDP,WCA,2023-04-01,2023-04-11,H,32.37068176269531,-101.6617660522461
42317444950000,CERBERUS 23-14 UNIT 1,CERBERUS 23-14 UNIT 1 123,123,FANG,01PDP,JM,2023-10-01,2023-09-28,H,32.25690460205078,-101.72224426269531
42317444960000,CERBERUS 23-14 UNIT 1,CERBERUS 23-14 UNIT 1 131,131,FANG,01PDP,Dean,2023-09-01,2023-08-30,H,32.25688934326172,-101.72230529785156
42227418400000,DEMON DEACON 22-25 E,DEMON DEACON 22-25 E 7LS,7LS,Birch,01PDP,LSS,2023-04-01,2023-04-11,H,32.370670318603516,-101.66182708740234
42317444720000,MAMBA 6-35 UNIT 2A,MAMBA 6-35 UNIT 2A 162,162,FANG,01PDP,LSS,2023-02-01,2023-02-24,H,32.22992706298828,-102.0067367553711
42317444780000,MAMBA 6-35 UNIT 2A,MAMBA 6-35 UNIT 2A 173,173,FANG,01PDP,MSS,2023-03-01,2023-02-25,H,32.22978591918945,-102.00855255126953
42317444620000,GUARDIAN 250 O,GUARDIAN 250 O 5LS,5LS,FANG,01PDP,LSS,2023-06-01,2023-06-07,H,32.42655563354492,-102.0980453491211
42173388080000,HULING 25-24 D,HULING 25-24 D 241,241,FANG,01PDP,WCA,2023-05-01,2023-05-15,H,31.6773681640625,-101.52381134033203
42033325860000,WEREWOLF UNIT B 12-05,WEREWOLF UNIT B 12-05 4AH,4AH,Surge,01PDP,WCA,2023-08-01,2023-07-28,H,32.55626678466797,-101.35240936279297
42383411710000,DIVIDE DRAW,DIVIDE DRAW 1206LA,1206LA,Discovery,01PDP,WCB,2023-03-01,2023-03-14,H,31.263803482055664,-101.37486267089844
42329458120000,YELLOW BELLY,YELLOW BELLY 1HM,1HM,APA,01PDP,WCB,2023-04-01,2023-04-18,H,31.715045928955078,-102.14592742919922
42461421820000,SKELETOR H,SKELETOR H 3011HU,3011HU,FANG,01PDP,WCB,2024-04-01,2024-04-04,H,31.356122970581055,-101.9610824584961
42329458080000,SHACKELFORD 9I,SHACKELFORD 9I 9H,9H,XOM,01PDP,WCA,2023-05-01,2023-05-15,H,31.775070190429688,-101.81956481933594
42227418390000,DEMON DEACON 22-25 D,DEMON DEACON 22-25 D 5WB,5WB,Birch,01PDP,WCB,2023-04-01,2023-04-11,H,32.37065505981445,-101.6618881225586
42329458010000,SHACKELFORD 9B,SHACKELFORD 9B 2H,2H,XOM,01PDP,WCB,2023-04-01,2023-04-26,H,31.773235321044922,-101.8269271850586
42461421850000,SKELETOR I,SKELETOR I 3041JM,3041JM,FANG,01PDP,JM,2024-04-01,2024-04-19,H,31.356075286865234,-101.96126556396484
42317444840000,GUARDIAN 250 N,GUARDIAN 250 N 6WB,6WB,FANG,01PDP,WCB,2023-06-01,2023-06-14,H,32.4284553527832,-102.08961486816406
42461421810000,SKELETOR F,SKELETOR F 3052LS,3052LS,FANG,01PDP,JM,2024-02-01,2024-03-20,H,31.356618881225586,-101.95915985107422
42317444920100,CERBERUS 23-14 UNIT 1,CERBERUS 23-14 UNIT 1 213,213,FANG,01PDP,WCA,2023-09-01,2023-08-30,H,32.25694274902344,-101.72205352783203
42317444850000,MAMBA 6-35 UNIT 2A,MAMBA 6-35 UNIT 2A 182,182,FANG,01PDP,LSS,2023-02-01,2023-02-24,H,32.228939056396484,-102.01215362548828
42227418280000,DEMON DEACON 22-25 A,DEMON DEACON 22-25 A 1WA,1WA,Birch,01PDP,WCA,2023-05-01,2023-05-01,H,32.3704948425293,-101.6625747680664
42329458210000,FOUR CORNERS 1423 E,FOUR CORNERS 1423 E 102H,102H,FANG,01PDP,WCA,2023-02-01,2023-03-01,H,31.6653995513916,-102.28459930419922
42501374030000,PLUSH 358,PLUSH 358 5H,5H,Steward,01PDP,SAN ANDRES,2022-10-01,2022-10-26,H,33.21097183227539,-103.05923461914062
42227418350000,DEMON DEACON 22-25 C,DEMON DEACON 22-25 C 4WA,4WA,Birch,01PDP,WCA,2023-04-01,2023-04-20,H,32.37059783935547,-101.66213989257812
42329458050000,SHACKELFORD 9E,SHACKELFORD 9E 5H,5H,XOM,01PDP,WCA,2023-05-01,2023-05-12,H,31.773025512695312,-101.82685852050781
42329458110000,SHACKELFORD 9L,SHACKELFORD 9L 12H,12H,XOM,01PDP,WCB,2023-04-01,2023-04-24,H,31.77501678466797,-101.81954956054688
42317445090000,COPPER CREEK A4,COPPER CREEK A4 17H,17H,APA,01PDP,WCB,2023-03-01,2023-03-22,H,32.524837493896484,-101.694091796875
42329458090000,SHACKELFORD 9J,SHACKELFORD 9J 10H,10H,XOM,01PDP,WCB,2023-04-01,2023-04-24,H,31.774911880493164,-101.81951141357422
42461421840000,SKELETOR I,SKELETOR I 3021HL,3021HL,FANG,01PDP,WCB,2024-04-01,2024-04-04,H,31.356098175048828,-101.96117401123047
42317444930000,CERBERUS 23-14 UNIT 1,CERBERUS 23-14 UNIT 1 121,121,FANG,01PDP,LSS,2023-10-01,2023-08-30,H,32.25693130493164,-101.72212219238281
42317444640100,GUARDIAN 250 I,GUARDIAN 250 I 6LS,6LS,FANG,01PDP,LSS,2023-06-01,2023-06-14,H,32.42660903930664,-102.09780883789062
42317444670000,GUARDIAN 250 J,GUARDIAN 250 J 4WB,4WB,FANG,01PDP,WCB,2023-06-01,2023-06-11,H,32.426658630371094,-102.09757232666016
42317444940000,CERBERUS 23-14 UNIT 1,CERBERUS 23-14 UNIT 1 222,222,FANG,01PDP,WCA,2023-09-01,2023-08-30,H,32.25691604614258,-101.72218322753906
42317445030000,CERBERUS 23-14 UNIT 1,CERBERUS 23-14 UNIT 1 243,243,FANG,01PDP,WCB,2023-08-01,2023-08-24,H,32.25666427612305,-101.72596740722656
42003486080000,UNIVERSITY 5-38E,UNIVERSITY 5-38E H 2MS,H 2MS,Piedra,01PDP,MSS,2023-07-01,2023-07-01,H,32.432003021240234,-102.31283569335938
42501374020000,CLUTTERED MIND 583,CLUTTERED MIND 583 15H,15H,Steward,01PDP,SAN ANDRES,2022-10-01,2022-09-22,H,33.12610626220703,-103.01018524169922
42383411720000,DIVIDE DRAW E,DIVIDE DRAW E 1208UB,1208UB,Discovery,01PDP,WCB,2023-03-01,2023-03-14,H,31.263803482055664,-101.37481689453125
42329458130000,YELLOW BELLY,YELLOW BELLY 2HM,2HM,APA,01PDP,WCA,2023-04-01,2023-04-13,H,31.715070724487305,-102.14583587646484
42329458040000,SHACKELFORD 9H,SHACKELFORD 9H 8H,8H,XOM,01PDP,WCB,2023-04-01,2023-04-25,H,31.775121688842773,-101.819580078125
42317445120000,KOGER UNIT,KOGER UNIT 2DH,2DH,Legacy,01PDP,Dean,2022-10-01,2022-10-18,H,32.51839828491211,-101.87031555175781
42329458070000,SHACKELFORD 9G,SHACKELFORD 9G 7H,7H,XOM,01PDP,WCA,2023-05-01,2023-05-17,H,31.775175094604492,-101.8196029663086
42317444610000,MAMBA 6-35 UNIT 2A,MAMBA 6-35 UNIT 2A 264,264,FANG,01PDP,WCA,2023-03-01,2023-02-24,H,32.2298583984375,-102.00823974609375
42317444750000,GUARDIAN 250 L,GUARDIAN 250 L 5WB,5WB,FANG,01PDP,WCB,2023-06-01,2023-06-18,H,32.428382873535156,-102.08992767333984
42329457980000,WILLIS-BERMAN NW33H,WILLIS-BERMAN NW33H 8H,8H,XOM,01PDP,WCD,2023-04-01,2023-04-20,H,31.905527114868164,-101.95941925048828
42317444860000,MAMBA 6-35 UNIT 2A,MAMBA 6-35 UNIT 2A 183,183,FANG,01PDP,MSS,2023-04-01,2023-02-25,H,32.22892379760742,-102.0122299194336
42173388060000,HULING 25-24 A,HULING 25-24 A 211,211,FANG,01PDP,WCA,2023-05-01,2023-05-15,H,31.67740249633789,-101.52365112304688
42501374050000,RR-GOOGINS 2172H UNIT,RR-GOOGINS 2172H UNIT 2172H,2172H,E R OPERATING CO,01PDP,SAN ANDRES,2022-09-01,2022-09-12,H,33.28752136230469,-102.8861312866211
42501374040000,BOOMER 727 B,BOOMER 727 B 2XH,2XH,REI,01PDP,,2023-05-01,2023-05-13,H,33.053367614746094,-103.00093841552734
42329458000000,SHACKELFORD 9A,SHACKELFORD 9A 1H,1H,XOM,01PDP,WCA,2023-05-01,2023-05-12,H,31.77328872680664,-101.82694244384766
42227418360000,DEMON DEACON 22-25 D,DEMON DEACON 22-25 D 5MS,5MS,Birch,01PDP,MSS,2023-04-01,2023-04-20,H,32.37061309814453,-101.66207885742188
42227418290000,DEMON DEACON 22-25 A,DEMON DEACON 22-25 A 1LS,1LS,Birch,01PDP,LSS,2023-05-01,2023-05-02,H,32.37051010131836,-101.66251373291016
42317444710000,GUARDIAN 250 K,GUARDIAN 250 K 8LS,8LS,FANG,01PDP,LSS,2023-06-01,2023-06-21,H,32.428367614746094,-102.09000396728516
42317444830000,MAMBA 6-35 UNIT 2A,MAMBA 6-35 UNIT 2A 176,176,FANG,01PDP,USS,2023-03-01,2023-02-25,H,32.22897720336914,-102.01199340820312
42317444570000,MAMBA 6-35 UNIT 2A,MAMBA 6-35 UNIT 2A 251,251,FANG,01PDP,WCA,2023-02-01,2023-02-24,H,32.22998046875,-102.00650787353516
42317444770000,GUARDIAN 250 L,GUARDIAN 250 L 9MS,9MS,FANG,01PDP,MSS,2023-08-01,2023-06-18,H,32.428401947021484,-102.08985137939453
42317445000000,CERBERUS 23-14 UNIT 1,CERBERUS 23-14 UNIT 1 235,235,FANG,01PDP,WCA,2023-09-01,2023-08-24,H,32.256717681884766,-101.7257308959961
42329458220000,FOUR CORNERS 1423 F,FOUR CORNERS 1423 F 202H,202H,FANG,01PDP,WCB,2023-02-01,2023-02-24,H,31.66542625427246,-102.28446960449219
42329458170000,FOUR CORNERS 1423 A,FOUR CORNERS 1423 A 001H,001H,FANG,01PDP,WCA,2023-02-01,2023-02-15,H,31.666576385498047,-102.28115844726562
42103370750000,WADDELL TRACT A,WADDELL TRACT A 4505H,4505H,Blackbeard,01PDP,,2024-04-01,2024-04-02,H,31.52028465270996,-102.70985412597656
42461421860100,KATIE,KATIE 4476WB,4476WB,SM,01PDP,WCB,2023-02-01,2023-02-18,H,31.60641860961914,-102.20918273925781
42227418260000,MARCHBANKS 28-16 A UNIT D,MARCHBANKS 28-16 A UNIT D D 3H,D 3H,HPK,01PDP,WCD,2023-03-01,2023-03-11,H,32.20378875732422,-101.32170104980469
