uwi,lease_name,well_name,well_num,operator,rsv_cat,bench,first_prod_date,comp_date,hole_direction,surface_lat,surface_lon
42003486320000,FEE `BV`,FEE `BV` 606WB,606WB,Fasken oil,01PDP,WCB,2023-05-01,2023-04-06,H,32.15236282348633,-102.26346588134766
42003486300000,FEE `BV`,FEE `BV` 604LS,604LS,Fasken oil,01PDP,LSS,2023-07-01,2023-04-09,H,32.15253829956055,-102.2635269165039
42003486330000,FEE `BV`,FEE `BV` 607MS,607MS,Fasken oil,01PDP,MSS,2023-07-01,2023-04-22,H,32.15155792236328,-102.26809692382812
42003486520000,MABEE DDA F66,MABEE DDA F66 3809MH,3809MH,COP,01PDP,MSS,2024-08-01,2024-06-27,H,32.2313346862793,-102.25682830810547
42003486380000,MABEE DDA F52,MABEE DDA F52 3801MH,3801MH,COP,01PDP,MSS,2024-05-01,2024-05-06,H,32.23292922973633,-102.24991607666016
42003486440000,MABEE DDA F58,MABEE DDA F58 3805AH,3805AH,COP,01PDP,WCA,2024-05-01,2024-05-15,H,32.23217010498047,-102.25391387939453
42003486530000,MABEE DDA F67,MABEE DDA F67 3809BH,3809BH,COP,01PDP,WCB,2024-06-01,2024-06-17,H,32.231468200683594,-102.2567367553711
42003486290000,FEE `BV`,FEE `BV` 603MS,603MS,Fasken oil,01PDP,MSS,2023-07-01,2023-04-06,H,32.152626037597656,-102.2635498046875
42003486500000,MABEE DDA F64,MABEE DDA F64 3808AH,3808AH,COP,01PDP,WCA,2024-06-01,2024-06-19,H,32.231361389160156,-102.25669860839844
42003486360000,FEE `BV`,FEE `BV` 610WB,610WB,Fasken oil,01PDP,WCB,2023-07-01,2023-04-22,H,32.15129470825195,-102.26801300048828
42003486420000,MABEE DDA F56,MABEE DDA F56 3803BH,3803BH,COP,01PDP,WCB,2024-05-01,2024-05-06,H,32.23299789428711,-102.25008392333984
42003486400000,MABEE DDA F54,MABEE DDA F54 3802SH,3802SH,COP,01PDP,LSS,2024-05-01,2024-05-02,H,32.23289108276367,-102.25003814697266
42003486340000,FEE `BV`,FEE `BV` 608LS,608LS,Fasken oil,01PDP,LSS,2023-07-01,2023-04-22,H,32.15147018432617,-102.26806640625
42003486370000,MABEE DDA F51,MABEE DDA F51 3312BH,3312BH,COP,01PDP,WCB,2024-05-01,2024-05-03,H,32.2330322265625,-102.24996185302734
42003486410000,MABEE DDA F55,MABEE DDA F55 3803JH,3803JH,COP,01PDP,MSS,2024-05-01,2024-05-03,H,32.2327880859375,-102.24999237060547
42003486390000,MABEE DDA F53,MABEE DDA F53 3802AH,3802AH,COP,01PDP,WCA,2024-05-01,2024-05-02,H,32.232826232910156,-102.24987030029297
42003486540000,MABEE DDA F68,MABEE DDA F68 3810SH,3810SH,COP,01PDP,LSS,2024-08-01,2024-06-25,H,32.23143768310547,-102.2568588256836
42003486460000,MABEE DDA F60,MABEE DDA F60 3805SH,3805SH,COP,01PDP,LSS,2024-05-01,2024-05-16,H,32.2320671081543,-102.25387573242188
42003486510000,MABEE DDA F65,MABEE DDA F65 3808SH,3808SH,COP,01PDP,LSS,2024-06-01,2024-06-17,H,32.23122787475586,-102.25679016113281
42003486480000,MABEE DDA F62,MABEE DDA F62 3807JH,3807JH,COP,01PDP,MSS,2024-06-01,2024-05-16,H,32.23203659057617,-102.2540054321289
42003486430000,MABEE DDA F57,MABEE DDA F57 3804SH,3804SH,COP,01PDP,LSS,2024-05-01,2024-05-14,H,32.232200622558594,-102.2537841796875
42003486490000,MABEE DDA F63,MABEE DDA F63 3807SH,3807SH,COP,01PDP,LSS,2024-06-01,2024-06-20,H,32.23125457763672,-102.25666809082031
42003486350000,FEE `BV`,FEE `BV` 609WA,609WA,Fasken oil,01PDP,WCA,2023-07-01,2023-04-21,H,32.15138244628906,-102.2680435180664
42003486450000,MABEE DDA F59,MABEE DDA F59 3805MH,3805MH,COP,01PDP,MSS,2024-05-01,2024-05-08,H,32.232093811035156,-102.25375366210938
42003486310000,FEE `BV`,FEE `BV` 605WA,605WA,Fasken oil,01PDP,WCA,2023-07-01,2023-04-06,H,32.15245056152344,-102.26349639892578
42383411960000,UNIVERSITY 9C,UNIVERSITY 9C 3611WA,3611WA,SEM,01PDP,WCA,2023-05-01,2023-04-26,H,31.290748596191406,-101.67048645019531
42383411970000,UNIVERSITY 9C,UNIVERSITY 9C 0109WB,0109WB,SEM,01PDP,WCA,2023-04-01,2023-04-21,H,31.290746688842773,-101.67029571533203
42383411950000,UNIVERSITY 9C,UNIVERSITY 9C 0101WA,0101WA,SEM,01PDP,WCA,2023-05-01,2023-04-29,H,31.290748596191406,-101.6703872680664
42227418910000,TONY 18-34 B UNIT,TONY 18-34 B UNIT L 7H,L 7H,HPK,01PDP,LSS,2023-08-01,2023-05-29,H,32.482173919677734,-101.2780990600586
42227418960000,BOX 42-55 UNIT,BOX 42-55 UNIT 2AH,2AH,Surge,01PDP,WCA,2023-03-01,2023-03-31,H,32.427345275878906,-101.34367370605469
42227418820000,ST RITA 29 - 32 D UNIT,ST RITA 29 - 32 D UNIT 5HD,5HD,HPK,01PDP,WCD,2023-03-01,2023-03-24,H,32.194190979003906,-101.44371795654297
42227418810000,VLT DELTA 4-9 UNIT,VLT DELTA 4-9 UNIT 0343WA,0343WA,CVX,01PDP,WCA,2023-02-01,2023-03-18,H,32.19903564453125,-101.63703155517578
42227419000000,JENNY MIRACLE MAX D,JENNY MIRACLE MAX D 0725LS,0725LS,SM,01PDP,LSS,2023-08-01,2023-08-25,H,32.47080993652344,-101.4315414428711
42227418930000,BOX 42-55 UNIT,BOX 42-55 UNIT 1AH,1AH,Surge,01PDP,WCA,2023-03-01,2023-03-30,H,32.42734909057617,-101.34383392333984
42227418940000,BOX 42-55 UNIT,BOX 42-55 UNIT 1SH,1SH,Surge,01PDP,LSS,2023-03-01,2023-03-31,H,32.42734909057617,-101.34391021728516
42227418890000,ODANIEL RANCH 28-37 B UNIT,ODANIEL RANCH 28-37 B UNIT L 5H,L 5H,HPK,01PDP,LSS,2023-07-01,2023-06-30,H,32.453243255615234,-101.3049087524414
42227418840100,DOROTHY CARLTON 46-30 A UNIT,DOROTHY CARLTON 46-30 A UNIT A 2H,A 2H,HPK,01PDP,WCA,2023-03-01,2023-01-19,H,32.40876388549805,-101.27793884277344
42227418920000,JENNY MIRACLE MAX B,JENNY MIRACLE MAX B 0723LS,0723LS,SM,01PDP,LSS,2023-08-01,2023-08-13,H,32.470115661621094,-101.43473052978516
42227418950000,JENNY MIRACLE MAX C,JENNY MIRACLE MAX C 0746WA,0746WA,SM,01PDP,WCA,2023-08-01,2023-08-13,H,32.47013473510742,-101.43463134765625
42227418970000,BOX 42-55 UNIT,BOX 42-55 UNIT 2SH,2SH,Surge,01PDP,LSS,2023-04-01,2023-03-31,H,32.427345275878906,-101.34375
42227419010000,LULO 2557AP,LULO 2557AP 15H,15H,OXY,01PDP,WCA,2023-04-01,2023-04-06,H,32.12721633911133,-101.66465759277344
42227418990000,JENNY MIRACLE MAX D,JENNY MIRACLE MAX D 0747WA,0747WA,SM,01PDP,WCA,2023-09-01,2023-08-25,H,32.470787048339844,-101.431640625
42227418850000,DOROTHY CARLTON 46-30 A UNIT,DOROTHY CARLTON 46-30 A UNIT L 1H,L 1H,HPK,01PDP,LSS,2023-01-01,2023-01-21,H,32.40871047973633,-101.2781753540039
42227418860000,DOROTHY CARLTON 46-30 A UNIT,DOROTHY CARLTON 46-30 A UNIT L 2H,L 2H,HPK,01PDP,LSS,2023-01-01,2023-01-21,H,32.40874481201172,-101.27801513671875
42227418980000,JENNY MIRACLE MAX C,JENNY MIRACLE MAX C 0724LS,0724LS,SM,01PDP,LSS,2023-08-01,2023-08-13,H,32.470157623291016,-101.43453979492188
42317446070000,BRADLEY 2,BRADLEY 2 103,103,FANG,01PDP,WCB,2022-09-01,2022-08-12,H,32.129188537597656,-101.84841918945312
42317446060000,CHITALPA E,CHITALPA E 7LL,7LL,OXY,01PDP,LSS,2023-10-01,2023-09-02,H,32.31214141845703,-101.69725799560547
42173388490000,POWELL 08 UNIT,POWELL 08 UNIT 0871NP,0871NP,OXY,01PDP,WCC,2023-01-01,2023-01-08,H,31.9339656829834,-101.68537902832031
42173388510000,HULING 7-19 D,HULING 7-19 D 241,241,FANG,01PDP,WCB,2023-05-01,2023-05-30,H,31.735143661499023,-101.52385711669922
42173388440000,WTH 20-8 D,WTH 20-8 D 243,243,FANG,01PDP,WCB,2024-01-01,2024-01-30,H,31.876802444458008,-101.76937866210938
42173388470000,HULING 18-30 H,HULING 18-30 H 281,281,FANG,01PDP,WCA,2023-05-01,2023-05-30,H,31.719419479370117,-101.5271987915039
42173388450000,HULING 18-30 F,HULING 18-30 F 261,261,FANG,01PDP,WCA,2023-05-01,2023-05-30,H,31.719436645507812,-101.5271224975586
42173388500000,HULING 7-19 B,HULING 7-19 B 221,221,FANG,01PDP,WCB,2023-05-01,2023-05-30,H,31.73516273498535,-101.5237808227539
42173388480000,POWELL 08 UNIT,POWELL 08 UNIT 0891OP,0891OP,OXY,01PDP,BRNT,2023-01-01,2023-01-01,H,31.934072494506836,-101.68540954589844
42173388460000,HULING 18-30 E,HULING 18-30 E 251,251,FANG,01PDP,WCB,2023-06-01,2023-05-30,H,31.719453811645508,-101.52704620361328
42135439160000,JF COWDEN 07X06,JF COWDEN 07X06 1H,1H,DECPF,01PDP,,2023-02-01,2023-02-09,H,32.05342102050781,-102.68842315673828
42079334320000,DOC HOLLIDAY,DOC HOLLIDAY 2H,2H,Manzano,01PDP,SAN ANDRES,2022-11-01,2022-11-15,H,33.636131286621094,-102.95587921142578
42105423650000,UNIVERSITY 38 BLOCK UNIT,UNIVERSITY 38 BLOCK UNIT 3819GH,3819GH,RRP Operating,01PDP,WCB,2017-09-01,2017-09-27,H,31.030195236206055,-101.08378601074219
42105424230000,UNIVERSITY 40 C,UNIVERSITY 40 C 1801WC,1801WC,SEM,01PDP,WCB,2018-01-01,2018-01-08,H,31.080224990844727,-101.128173828125
42105423820000,UNIVERSITY 42,UNIVERSITY 42 2121HC,2121HC,Zarvona,01PDP,WCB,2018-08-01,2018-08-15,H,30.913223266601562,-101.15007019042969
42105422280000,UNIVERSITY 42,UNIVERSITY 42 1440HB,1440HB,Zarvona,01PDP,WCB,2017-05-01,2017-05-16,H,30.93486785888672,-101.18759155273438
42105423940000,UNIVNICHOLE,UNIVNICHOLE 5291B,5291B,Zarvona,01PDP,WCB,2018-01-01,2017-11-30,H,31.070789337158203,-101.80472564697266
42105423730000,UNIVERSITY STONEGATE,UNIVERSITY STONEGATE 3819FH,3819FH,RRP Operating,01PDP,WCB,2017-09-01,2017-09-20,H,31.030900955200195,-101.089599609375
42105423250000,UNIVERSITY SALT DRAW,UNIVERSITY SALT DRAW 4114AH,4114AH,RRP Operating,02PDNP,WCB,2016-10-01,2016-11-02,H,31.014333724975586,-101.13456726074219
42105424000000,UNIVERSITY EAST,UNIVERSITY EAST 4415DH,4415DH,RRP Operating,01PDP,WCB,2018-03-01,2018-03-16,H,31.03561782836914,-101.21824645996094
42105423520000,UNIVERSITY SALT DRAW,UNIVERSITY SALT DRAW 3820LH,3820LH,RRP Operating,01PDP,WCB,2017-07-01,2017-08-13,H,31.037128448486328,-101.10376739501953
42105424410100,UNIVERSITY 40,UNIVERSITY 40 2201WB,2201WB,SEM,02PDNP,WCB,2018-07-01,2018-07-20,H,31.077110290527344,-101.17984008789062
42105423920000,UNIVERSITY EAST,UNIVERSITY EAST 4106DH,4106DH,RRP Operating,01PDP,WCB,2017-09-01,2017-09-24,H,31.03565788269043,-101.2125015258789
42105422790000,BAKER `B`,BAKER `B` 115HB,115HB,Zarvona,01PDP,WCB,2017-06-01,2017-06-07,H,30.89186668395996,-101.22099304199219
42105425240000,UNIVERSITY 40,UNIVERSITY 40 2109WB,2109WB,SEM,01PDP,WCB,2023-03-01,2023-03-12,H,31.06911849975586,-101.15729522705078
42105423680000,UNIVERSITY 38 BLOCK UNIT,UNIVERSITY 38 BLOCK UNIT 3819CH,3819CH,RRP Operating,01PDP,WCB,2017-08-01,2017-09-10,H,31.030900955200195,-101.08979034423828
42105424490000,UNIVERSITY 40,UNIVERSITY 40 2207WB,2207WB,SEM,01PDP,WCB,2018-07-01,2018-07-18,H,31.076122283935547,-101.16808319091797
42105425180000,UNIVERSITY 40,UNIVERSITY 40 2204WC,2204WC,SEM,01PDP,WCC,2023-02-01,2023-02-13,H,31.074922561645508,-101.17184448242188
42105422260000,BAKER `B`,BAKER `B` 2109HB,2109HB,Zarvona,01PDP,WCB,2015-08-01,2015-08-20,H,30.891868591308594,-101.22754669189453
42105423270000,UNIVERSITY SALT DRAW,UNIVERSITY SALT DRAW 4114CH,4114CH,RRP Operating,01PDP,WCB,2016-10-01,2016-10-21,H,31.014333724975586,-101.13444519042969
42105423740000,UNIVERSITY 38 BLOCK UNIT,UNIVERSITY 38 BLOCK UNIT 3819MH,3819MH,RRP Operating,01PDP,WCB,2017-08-01,2017-09-14,H,31.03021812438965,-101.0777587890625
42105422620000,PANGEA WEST `AC` AW,PANGEA WEST `AC` AW 204HA,204HA,Zarvona,01PDP,WCA,2016-09-01,2016-09-30,H,31.01816177368164,-101.45709228515625
42105421380000,UNIVERSITY 45,UNIVERSITY 45 928HB,928HB,Zarvona,01PDP,WCB,2015-03-01,2015-03-20,H,30.975330352783203,-101.23709869384766
42105422100000,UNIVERSITY SALT DRAW,UNIVERSITY SALT DRAW 4102IH,4102IH,RRP Operating,01PDP,WCC,2016-09-01,2016-09-03,H,31.036985397338867,-101.13327026367188
42105423590000,UNIVERSITY SALT DRAW,UNIVERSITY SALT DRAW 3820PH,3820PH,RRP Operating,01PDP,WCB,2017-08-01,2017-08-20,H,31.035493850708008,-101.09590148925781
42105423700000,UNIVERSITY 38 BLOCK UNIT,UNIVERSITY 38 BLOCK UNIT 3819EH,3819EH,RRP Operating,01PDP,WCB,2017-09-01,2017-09-08,H,31.030900955200195,-101.08966064453125
42105424620000,UNIVERSITY 50 CE,UNIVERSITY 50 CE 632HA,632HA,Zarvona,01PDP,WCA,2021-05-01,2021-05-06,H,31.043357849121094,-101.42410278320312
42105424130000,UNIVERSITY EAST,UNIVERSITY EAST 4128DH,4128DH,RRP Operating,01PDP,WCC,2018-04-01,2018-04-18,H,30.97760009765625,-101.17243194580078
42105422720000,UNIVERSITY SALT DRAW,UNIVERSITY SALT DRAW 4101EH,4101EH,RRP Operating,01PDP,WCB,2016-10-01,2016-10-21,H,31.03705596923828,-101.11827850341797
42105423980000,UNIVERSITY EAST,UNIVERSITY EAST 4415BH,4415BH,RRP Operating,01PDP,WCB,2018-03-01,2018-03-13,H,31.035615921020508,-101.21837615966797
42105420670000,UNIVERSITY EAST,UNIVERSITY EAST 4108HH,4108HH,RRP Operating,01PDP,WCB,2014-10-01,2014-11-08,H,31.02273941040039,-101.19209289550781
42105423630000,UNIVERSITY STONEGATE,UNIVERSITY STONEGATE 3819JH,3819JH,RRP Operating,01PDP,WCB,2017-09-01,2017-10-02,H,31.030195236206055,-101.0835952758789
42105421980000,BAKER `B`,BAKER `B` 294HC,294HC,Zarvona,01PDP,WCB,2015-06-01,2015-06-07,H,30.891887664794922,-101.23265075683594
42105423970000,UNIVERSITY EAST,UNIVERSITY EAST 4415AH,4415AH,RRP Operating,01PDP,WCB,2017-09-01,2017-09-24,H,31.035615921020508,-101.21843719482422
42105423670000,UNIVERSITY 38 BLOCK UNIT,UNIVERSITY 38 BLOCK UNIT 3819KH,3819KH,RRP Operating,01PDP,WCB,2017-09-01,2017-09-22,H,31.030195236206055,-101.08353424072266
42105425090000,UNIVERSITY 40,UNIVERSITY 40 2113WC,2113WC,SEM,01PDP,WCC,2022-04-01,2022-04-30,H,31.07611656188965,-101.14956665039062
42105422800000,BAKER `B`,BAKER `B` 119HC,119HC,Zarvona,01PDP,WCB,2017-06-01,2017-06-04,H,30.89186668395996,-101.22089385986328
42105424280000,UNIVERSITY LANDS 224,UNIVERSITY LANDS 224 N272H,N272H,RRP Operating,01PDP,WCB,2023-06-01,2023-06-07,H,30.96904182434082,-101.15727233886719
42105423610000,PANGEA WEST,PANGEA WEST 6620HA,6620HA,Zarvona,01PDP,WCA,2018-05-01,2018-05-07,H,31.018720626831055,-101.48255157470703
42105423910000,UNIVERSITY EAST,UNIVERSITY EAST 4106CH,4106CH,RRP Operating,01PDP,WCB,2018-03-01,2018-03-20,H,31.035655975341797,-101.21256256103516
42105422820000,BAKER `B`,BAKER `B` 133HB,133HB,Zarvona,01PDP,WCB,2018-05-01,2018-05-07,H,30.891963958740234,-101.21460723876953
42105422870000,UNIVERSITY 42,UNIVERSITY 42 1511HB,1511HB,Zarvona,01PDP,WCB,2017-02-01,2017-03-01,H,30.932846069335938,-101.17807006835938
42105423900000,UNIVERSITY EAST,UNIVERSITY EAST 4106BH,4106BH,RRP Operating,01PDP,WCB,2017-09-01,2017-09-08,H,31.035655975341797,-101.21263122558594
42105423380000,SHANNON ESTATE BB,SHANNON ESTATE BB 2603H,2603H,Zarvona,01PDP,WCA,2017-04-01,2017-04-16,H,30.94371223449707,-101.55683898925781
42105424030000,BAKER `B`,BAKER `B` 138HB,138HB,Zarvona,01PDP,WCB,2018-02-01,2018-02-04,H,30.892738342285156,-101.2138442993164
42105424250000,UNIVERSITY EAST,UNIVERSITY EAST 4204BH,4204BH,Verdun,01PDP,,2023-06-01,,H,30.969036102294922,-101.15746307373047
42105423110000,UNIVERSITY EAST,UNIVERSITY EAST 4110OH,4110OH,RRP Operating,01PDP,WCC,2016-07-01,2016-08-05,H,31.025203704833984,-101.15644073486328
42105422410000,UNIVKEISHA,UNIVKEISHA 7274NH,7274NH,Zarvona,01PDP,LSS,2015-12-01,2015-12-19,H,31.061269760131836,-101.62738800048828
42105424710000,EAGLE DRAW `10`,EAGLE DRAW `10` 5H,5H,Walsh & Watts,01PDP,original bench non-specific,2019-04-01,2019-04-26,H,30.814189910888672,-101.7393569946289
42105423770000,UNIVERSITY STONEGATE,UNIVERSITY STONEGATE 3819NH,3819NH,RRP Operating,01PDP,WCB,2017-09-01,2017-09-26,H,31.03021812438965,-101.07769012451172
42105423580000,UNIVERSITY SALT DRAW,UNIVERSITY SALT DRAW 3820OH,3820OH,RRP Operating,01PDP,WCC,2017-08-01,2017-08-17,H,31.035493850708008,-101.09596252441406
42105424040000,BAKER `B`,BAKER `B` 136HC,136HC,Zarvona,01PDP,WCB,2018-02-01,2018-02-14,H,30.892738342285156,-101.21394348144531
42105423100000,UNIVERSITY EAST,UNIVERSITY EAST 4110NH,4110NH,RRP Operating,01PDP,WCB,2016-07-01,2016-08-03,H,31.025205612182617,-101.15650177001953
42105423500000,UNIVERSITY SALT DRAW,UNIVERSITY SALT DRAW 3820JH,3820JH,RRP Operating,01PDP,WCB,2017-08-01,2017-08-31,H,31.037128448486328,-101.10388946533203
42105423570000,UNIVERSITY SALT DRAW,UNIVERSITY SALT DRAW 3820NH,3820NH,RRP Operating,01PDP,WCB,2017-08-01,2017-08-28,H,31.035493850708008,-101.09603118896484
42105423280000,UNIVERSITY SALT DRAW,UNIVERSITY SALT DRAW 4114DH,4114DH,RRP Operating,01PDP,WCB,2016-10-01,2016-11-08,H,31.014333724975586,-101.1343765258789
42105424090000,UNIVERSITY EAST,UNIVERSITY EAST 4128BH,4128BH,RRP Operating,01PDP,WCB,2018-04-01,2018-04-17,H,30.97760009765625,-101.17256164550781
42105423480000,UNIVERSITY SALT DRAW,UNIVERSITY SALT DRAW 3820HH,3820HH,RRP Operating,01PDP,WCB,2017-07-01,2017-08-03,H,31.037126541137695,-101.10401916503906
42105423510000,UNIVERSITY SALT DRAW,UNIVERSITY SALT DRAW 3820KH,3820KH,RRP Operating,01PDP,WCB,2017-07-01,2017-08-07,H,31.037128448486328,-101.10382843017578
42105423460000,UNIVERSITY SALT DRAW,UNIVERSITY SALT DRAW 3820EH,3820EH,RRP Operating,01PDP,WCB,2017-07-01,2017-07-18,H,31.03631591796875,-101.1090087890625
42105423810000,UNIVERSITY 42,UNIVERSITY 42 2119HB,2119HB,Zarvona,01PDP,WCB,2018-08-01,2018-08-20,H,30.91322135925293,-101.1501693725586
42105424300000,UNIVERSITY LANDS 224,UNIVERSITY LANDS 224 S042H,S042H,RRP Operating,01PDP,WCB,2023-06-01,2023-06-07,H,30.969043731689453,-101.15721130371094
42105423170000,PANGEA WEST `D` AW,PANGEA WEST `D` AW 6648HA,6648HA,Zarvona,01PDP,WCA,2018-02-01,2018-02-11,H,31.017518997192383,-101.49455261230469
42105424590000,PANGEA WEST,PANGEA WEST 200HA,200HA,Zarvona,01PDP,WCB,2021-09-01,2021-09-06,H,31.071603775024414,-101.46525573730469
42105425070000,UNIVERSITY 40,UNIVERSITY 40 2113WB,2113WB,SEM,01PDP,WCB,2022-04-01,2022-04-25,H,31.07611656188965,-101.149658203125
42105424500000,UNIVERSITY 40,UNIVERSITY 40 2209WB,2209WB,SEM,01PDP,WCB,2018-07-01,2018-07-21,H,31.076122283935547,-101.16798400878906
42105422080000,UNIVERSITY SALT DRAW,UNIVERSITY SALT DRAW 4102GH,4102GH,RRP Operating,01PDP,WCB,2016-09-01,2016-10-04,H,31.036985397338867,-101.1333999633789
42105423130000,UNIVERSITY SALT DRAW,UNIVERSITY SALT DRAW 4101GH,4101GH,RRP Operating,01PDP,WCB,2016-10-01,2016-11-08,H,31.03705406188965,-101.11814880371094
42105424110000,UNIVERSITY EAST,UNIVERSITY EAST 4128EH,4128EH,RRP Operating,01PDP,WCB,2018-04-01,2018-04-15,H,30.977602005004883,-101.17237091064453
42105424730000,SHANNON HOSPITAL `1`,SHANNON HOSPITAL `1` 7H,7H,Walsh & Watts,01PDP,WCD,2019-05-01,2020-09-05,H,30.84682273864746,-101.71424865722656
42105425100000,UNIVERSITY 40,UNIVERSITY 40 2117WC,2117WC,SEM,01PDP,WCC,2022-04-01,2022-04-25,H,31.07611656188965,-101.14946746826172
42105420600100,HARRIS RANCH 3-15 (AW) `A`,HARRIS RANCH 3-15 (AW) `A` 2H,2H,DVN,02PA,WCB,2014-11-01,2014-12-01,H,31.00762367248535,-101.71263122558594
42105421760000,CHAMBERS,CHAMBERS 438HB,438HB,Zarvona,01PDP,WCB,2015-04-01,2015-05-28,H,30.890466690063477,-101.275390625
42105420820000,UNIVERSITY EAST,UNIVERSITY EAST 4109RH,4109RH,RRP Operating,01PDP,WCC,2016-07-01,2016-07-31,H,31.02275276184082,-101.16263580322266
42105423260000,UNIVERSITY SALT DRAW,UNIVERSITY SALT DRAW 4114BH,4114BH,RRP Operating,01PDP,WCB,2016-10-01,2016-10-21,H,31.014333724975586,-101.13450622558594
42105422360000,UNIVERSITY 42,UNIVERSITY 42 1416HB,1416HB,Zarvona,01PDP,WCB,2015-07-01,2015-07-31,H,30.932767868041992,-101.19404602050781
42105424380000,UNIVERSITY 40,UNIVERSITY 40 2123WB,2123WB,SEM,01PDP,WCB,2018-02-01,2018-03-12,H,31.076143264770508,-101.14624786376953
42105425170000,UNIVERSITY 40,UNIVERSITY 40 2208WC,2208WC,SEM,01PDP,WCC,2023-02-01,2023-02-13,H,31.07492446899414,-101.17156219482422
42105425220000,UNIVERSITY 40,UNIVERSITY 40 2101WB,2101WB,SEM,01PDP,WCB,2023-03-01,2023-03-12,H,31.06911849975586,-101.15758514404297
42105424120000,UNIVERSITY EAST,UNIVERSITY EAST 4128FH,4128FH,RRP Operating,01PDP,WCB,2018-04-01,2018-04-11,H,30.977602005004883,-101.17230224609375
42105422180000,BAKER `B`,BAKER `B` 2116HB,2116HB,Zarvona,01PDP,WCB,2015-09-01,2015-09-05,H,30.891868591308594,-101.2263412475586
42105423090000,UNIVERSITY EAST,UNIVERSITY EAST 4110MH,4110MH,RRP Operating,01PDP,WCB,2016-08-01,2016-07-17,H,31.02520179748535,-101.15657043457031
42105423870000,UNIVERSITY EAST,UNIVERSITY EAST 4106AH,4106AH,RRP Operating,01PDP,WCB,2018-04-01,2018-04-12,H,31.035655975341797,-101.21269226074219
42105425110000,UNIVERSITY 40,UNIVERSITY 40 2121WC,2121WC,SEM,01PDP,WCC,2022-04-01,2022-04-21,H,31.07611656188965,-101.14937591552734
42105422140000,SHANNON ESTATE NORTHEAST,SHANNON ESTATE NORTHEAST 9402H,9402H,Zarvona,01PDP,WCB,2016-04-01,2016-04-10,H,30.96659278869629,-101.45513916015625
42105420400000,UNIVERSITY EAST,UNIVERSITY EAST 4110CH,4110CH,RRP Operating,01PDP,WCB,2015-08-01,2015-08-14,H,31.021757125854492,-101.15576934814453
42105421810000,UNIVERSITY 47-2W,UNIVERSITY 47-2W 2401BH,2401BH,EXTEX,01PDP,WCB,2015-04-01,2015-04-14,H,31.061765670776367,-101.37007141113281
42105420180000,UNIVERSITY `45`,UNIVERSITY `45` 2247HC,2247HC,Zarvona,01PDP,WCB,2014-08-01,2014-08-01,H,30.933990478515625,-101.23344421386719
42105423550000,UNIVERSITY `50 A`,UNIVERSITY `50 A` 614HA,614HA,Zarvona,01PDP,WCB,2017-05-01,2017-08-04,H,31.046165466308594,-101.43254089355469
42105422740000,BEAN RANCH,BEAN RANCH 342SB,342SB,Buckles,01PDP,WCA,2016-02-01,2016-02-18,H,30.8159236907959,-101.37712860107422
42105420970000,UNIVERSITY 45,UNIVERSITY 45 2412HC,2412HC,Zarvona,01PDP,WCB,2015-01-01,2015-01-04,H,30.93105697631836,-101.27815246582031
42105421370000,UNIVERSITY `45`,UNIVERSITY `45` 926HC,926HC,Zarvona,01PDP,WCB,2015-03-01,2015-03-14,H,30.97532844543457,-101.23719787597656
42105420280000,UNIVERSITY EAST,UNIVERSITY EAST 4411MH,4411MH,RRP Operating,01PDP,WCA,2014-09-01,2014-08-01,H,31.03622055053711,-101.29832458496094
42105419520000,UNIVERSITY EAST,UNIVERSITY EAST 4416EH,4416EH,RRP Operating,01PDP,WCB,2014-07-01,2014-07-12,H,31.015127182006836,-101.21968841552734
42105421320100,UNIVERSITY 47-5,UNIVERSITY 47-5 3H,3H,PR,01PDP,WCB,2014-10-01,2014-11-11,H,31.073596954345703,-101.30753326416016
42105422270000,BAKER `B`,BAKER `B` 2113HC,2113HC,Zarvona,01PDP,WCB,2015-08-01,2015-08-22,H,30.89186668395996,-101.22749328613281
42105423990000,UNIVERSITY EAST,UNIVERSITY EAST 4415CH,4415CH,RRP Operating,01PDP,WCB,2017-09-01,2017-09-20,H,31.03561782836914,-101.21830749511719
42105422370000,UNIVERSITY 42,UNIVERSITY 42 1420HC,1420HC,Zarvona,01PDP,WCB,2015-08-01,2015-08-02,H,30.932796478271484,-101.19412994384766
42105423490000,UNIVERSITY SALT DRAW,UNIVERSITY SALT DRAW 3820IH,3820IH,RRP Operating,01PDP,WCB,2017-08-01,2017-08-16,H,31.037128448486328,-101.10395812988281
42105420960000,UNIVERSITY 45,UNIVERSITY 45 2406HC,2406HC,Zarvona,01PDP,WCB,2014-12-01,2014-12-27,H,30.931066513061523,-101.28059387207031
42105420270000,BAKER `B`,BAKER `B` 262HB,262HB,Zarvona,01PDP,WCB,2014-10-01,2014-10-07,H,30.892621994018555,-101.24636840820312
42105420790000,UNIVERSITY EAST,UNIVERSITY EAST 4109QH,4109QH,RRP Operating,01PDP,WCB,2016-07-01,2016-08-04,H,31.02275276184082,-101.1626968383789
42105422830000,BAKER `B`,BAKER `B` 137HC,137HC,Zarvona,01PDP,WCB,2018-05-01,2018-05-10,H,30.891963958740234,-101.21450805664062
42105420590000,HARRIS RANCH 3-15 (AW),HARRIS RANCH 3-15 (AW) 1H,1H,Sable,02PA,WCA,2014-12-01,2015-02-09,H,31.00762367248535,-101.71276092529297
