well_i,avg_hz_spacing_ft,avg_vt_spacing_ft,neighbors_considered,adjacency_coverage_i_pct
42003458480000,1148.1209614251175,61.51000000000022,1,0.9816648228080469
42003458530000,1076.7313483503706,18.376431288908716,2,1.0
42003458550000,1005.3115452105277,13.173154541975912,2,1.0
42003458560000,879.3626105627764,16.44479759654272,2,1.0
42003458590000,1044.0950330314133,2.105000000000473,1,1.0
42003458600000,1141.3182655487497,23.06999999999971,1,0.9918508526366875
42003458620000,,,0,
42003458710100,,,0,
42003458880000,861.4270992627918,9.409999999999854,1,0.9984723332447729
42003458910000,,,0,
42003459210000,488.0368050584657,46.58999999999924,1,0.9306292065195386
42003459290000,864.2886687919612,23.245665048118187,2,1.0
42003459350000,,,0,
42003459870100,1124.071870230323,41.88000000000011,1,0.6724914389860339
42003459930000,1007.0676264087087,31.970000000001164,1,0.9260423792968627
42003460150000,1125.4585853982649,14.650000000000544,1,0.9700652312147495
42003460260000,1065.6250962563201,26.452264216352695,2,1.0
42003460450000,,,0,
42003460500100,1020.15473671612,44.7599999999984,1,0.5378288667939121
42003461130000,,,0,
42003461500000,29.689675458448498,2.9999999999999996,1,0.9956920549965317
42003461500100,29.69343795338573,3.0,1,0.9997322327610992
42003461640000,1124.0723662077896,41.88000000000011,1,0.9709620877450992
42003461810000,1001.1625169990081,70.11212397738282,2,1.0
42003461880000,1239.8722478663437,7.155000000000655,1,0.9999999999999998
42003462130000,,,0,
42003462250000,921.288542511986,21.44499999999971,1,0.9706059850836055
42003462290000,1052.7734153410645,3.7550000000001096,1,0.9905681778410816
42003462570000,870.691924230407,15.790000000000875,1,1.0
42003462760000,888.4767949398516,51.88999999999942,1,0.9970258400056157
42003463110000,758.1353604778869,6.414999999999964,1,0.9995415216549967
42003463120000,942.80139455125,13.227500000000418,2,1.0
42003463140000,963.2270223073089,14.176111702310177,2,1.0
42003463250000,639.5578534517994,11.338725934621694,2,1.0
42003463260000,1266.8331365884158,2.8400000000001455,1,0.9923202015748436
42003463600000,944.901176708681,40.05726490645763,2,1.0
42003463690000,1186.180305579627,8.619999999998981,1,0.9479868599375261
42003463710000,,,0,
42003463720000,,,0,
42003463800000,1181.0931707326165,28.329999999998112,1,1.0
42003464070000,,,0,
42003464470000,,,0,
42003464480000,,,0,
42003464730000,1124.694663305265,20.175000000001095,1,0.9905406296367735
42003464740000,1124.6892513265982,20.17500000000109,1,0.9899354610592679
42003465070000,583.6026861182175,51.289999999999964,1,0.9997964764597153
42003465120000,812.3720868437734,2.0799999999999272,1,0.9769373425085229
42003465170000,788.4339057340711,1.7049999999999272,1,0.9987350348434244
42003466190000,1225.4365984022752,113.24499999999897,1,0.9796860812947643
42003466220000,,,0,
42003466250000,1102.3839125342445,3.7049999999981083,1,0.9950030506316319
42003466260000,927.631704347838,35.37496386434729,2,1.0
42003466270000,832.5680622192447,6.234999999999673,1,0.9983426657217925
42003466290000,1043.6601923207031,72.47000000000025,1,0.825240878231295
42003466650000,1186.2593458444037,8.619999999998981,1,1.0
42003466880000,999.3097923993446,41.95782402510509,2,1.0
42003467280000,,,0,
42003467350000,870.8193070449443,48.534999999999854,1,0.9995404152906584
42003467500000,980.1797049066128,16.2612603076066,2,1.0
42003467540000,,,0,
42003467780000,1302.2283608397631,104.60000000000036,2,1.0
42003468470000,822.3125021550262,5.880000000000109,1,0.9997556625190137
42003468520000,,,0,
42003468760000,,,0,
42003468770000,892.3950792236718,11.142577689052846,2,1.0
42003468780000,888.5080694941543,51.88999999999942,1,0.9419379288035546
42003468830000,,,0,
42003468970000,851.4552038917222,37.52079334485507,2,1.0
42003469040200,908.418310945362,27.852455559671284,2,1.0
42003469130000,868.0655684693675,21.59235769970833,2,1.0
42003469180000,907.139005360288,53.11268386352587,2,1.0
42003469280000,806.3702698314913,17.344999999999345,1,0.9845287291225497
42003469510000,1302.2387268611637,104.60000000000036,1,0.8687877796571022
42003469510001,1302.2387268611637,104.60000000000036,1,0.8687877796571022
42003469530000,820.9585904424019,34.93038377140693,2,1.0
42003469880000,,,0,
42003469910000,,,0,
42003469920000,,,0,
42003469930000,892.9941283897864,6.288219620722967,2,1.0
42003469980000,798.5133879572815,27.734555574367267,2,1.0
42003470000000,1104.877048702533,27.695999999999913,1,0.8209510516341623
42003470010000,986.243676498073,7.194999999999709,1,0.7742942778452139
42003470130000,,,0,
42003470160100,1105.4200962032537,27.695999999999913,1,0.9999109264172812
42003470470000,1110.386300102482,7.949999999999818,1,0.9770643373877023
42003470600000,,,0,
42003470810000,,,0,
