well_i,wps_cardinal,wps_iframe,wps_corridor,anisotropy_ratio,anisotropy_delta,azimuth_deg,mid_x,mid_y
42003480750000,7,6,6,0.8571428571428571,-1.0,342.8782016756738,2352311.4861990353,11783556.775721252
42003480800000,6,5,5,0.8333333333333334,-1.0,346.4760016253829,2415189.8173614736,11682048.752235275
42003480810000,8,7,8,0.875,-1.0,165.37889256879268,2354973.683705,11777321.739617802
42003480820000,10,8,8,0.8,-2.0,165.7271482998581,2358077.081013025,11779592.032312999
42003480830000,8,7,7,0.875,-1.0,165.9015583710541,2356347.2698006877,11779086.331529237
42003480840000,6,5,5,0.8333333333333334,-1.0,345.7703621088627,2416321.3898956683,11683438.86439966
42003480880000,9,8,8,0.8888888888888888,-1.0,345.814555019849,2405418.118042157,11688730.31852948
42003480890000,11,11,12,1.0,0.0,345.80369961456,2406706.580350872,11689122.888614006
42003480920000,6,4,5,0.6666666666666666,-2.0,159.67422743161984,2359527.766467234,11670281.655029966
42003481100100,5,5,5,1.0,0.0,165.83610339826063,2423796.324328157,11681755.10713382
42003481210000,5,5,5,1.0,0.0,336.00243610093503,2359885.619540281,11680513.077947661
42003481720000,4,3,4,0.75,-1.0,166.3598929335616,2402288.4543106537,11697252.32394128
42003481730000,5,4,5,0.8,-1.0,165.5683675375963,2403570.995794232,11697679.347937204
42003482040100,7,7,7,1.0,0.0,165.84051635664443,2418826.792334117,11688360.457823064
42003482050000,7,7,7,1.0,0.0,165.598261398894,2420008.1423951434,11689155.901306234
42003482200000,3,4,2,1.3333333333333333,1.0,335.8809754032285,2384154.666488212,11684213.606585335
42003482220000,6,6,6,1.0,0.0,165.35988684774978,2381898.800716862,11676283.86890905
42003482990000,4,4,4,1.0,0.0,346.0243756268183,2358983.9730213312,11735672.974830285
42003483390000,6,7,7,1.1666666666666667,1.0,345.94491066769064,2396922.7964858823,11684701.17695836
42003483400000,6,6,6,1.0,0.0,346.7523308674166,2398227.2582729077,11684944.235689819
42003483510000,3,3,3,1.0,0.0,165.81226080377698,2398520.7418361567,11672872.716659833
42003483520000,3,2,2,0.6666666666666666,-1.0,165.7255718794212,2399810.3947160747,11673302.843968444
42003483580000,4,4,4,1.0,0.0,345.5579593078102,2336955.1783206714,11673478.964691661
42003483780000,3,3,3,1.0,0.0,346.4688217490734,2356498.6763859494,11735359.2324098
42003483790000,4,3,3,0.75,-1.0,346.14598987165203,2403842.609101732,11707703.705475451
42003483800000,5,4,4,0.8,-1.0,342.4546614316133,2402492.2341809236,11707095.906198403
42003483830000,4,4,4,1.0,0.0,166.77504590425278,2410878.9380466957,11678589.903247003
42003483840000,8,8,8,1.0,0.0,166.08907295915054,2412825.167827898,11675989.2299729
42003484200000,6,5,5,0.8333333333333334,-1.0,164.43711419580296,2339228.154462184,11757042.634680152
42003484300000,3,3,3,1.0,0.0,346.5239747639475,2360247.69626668,11736031.10596586
42003484660000,8,7,7,0.875,-1.0,165.91561889269738,2355779.956008373,11777515.771822453
42003484670000,8,8,9,1.0,0.0,165.71606786902606,2354020.4214827223,11777045.800019585
42003484680000,8,8,9,1.0,0.0,165.72318866594387,2353328.824599417,11776847.895751912
42003484690000,8,7,8,0.875,-1.0,165.93510558157917,2348992.3991839625,11775478.740977582
42003484760000,4,4,4,1.0,0.0,346.6410696952279,2357747.0155750727,11735412.706111139
42003484770000,3,3,3,1.0,0.0,346.32447650915066,2381279.803557671,11667069.72605472
42003484780000,3,3,0,1.0,0.0,346.07890510275405,2383698.15864628,11663681.39365939
42003484780100,4,4,4,1.0,0.0,345.26911859503355,2382716.794336121,11667491.680849146
42003485080100,2,2,2,1.0,0.0,345.91564687351996,2430628.78219342,11693093.5794558
42003485090000,4,3,3,0.75,-1.0,345.7680594043458,2429295.7651420124,11692735.348766241
42003485100000,3,3,3,1.0,0.0,166.4000297962611,2409378.790270714,11701721.863705244
42003485110000,3,3,3,1.0,0.0,165.975259122798,2410352.8010323728,11703164.32971327
42003485120000,12,11,0,0.9166666666666666,-1.0,347.6600359640044,2410985.5008381763,11687263.875550982
42003485120100,12,12,12,1.0,0.0,347.3155488250797,2410402.6345674517,11690037.458816174
42003485190000,4,4,4,1.0,0.0,343.3694598688587,2427618.3580327174,11692193.459067672
42003485200000,6,4,4,0.6666666666666666,-2.0,345.9141452614233,2426534.082064098,11691874.14303511
42003485210000,13,13,13,1.0,0.0,345.70433069167774,2407758.3806946557,11690014.402509974
42003485220000,13,12,11,0.9230769230769231,-1.0,345.2614215330742,2409666.8146608975,11687806.697562579
42003485220100,13,12,12,0.9230769230769231,-1.0,345.97262824530776,2409458.2049265457,11688733.404006314
42003485220200,12,12,12,1.0,0.0,345.7672388837056,2409037.5327518536,11690351.938805964
42003485350000,2,2,2,1.0,0.0,343.69636022629146,2354851.9782781936,11739854.949989874
42003485360000,2,2,2,1.0,0.0,343.9406396117294,2356083.222538991,11740321.700366184
42003485850100,5,5,4,1.0,0.0,345.5405792018153,2417083.191647322,11704383.852936763
42003485850200,5,4,4,0.8,-1.0,344.8540721811832,2417047.2446557977,11704947.515420513
42003485860000,5,5,5,1.0,0.0,345.3347409604831,2418075.103964933,11705918.858084016
42003485990000,8,8,8,1.0,0.0,166.0299107861261,2385891.765542171,11678554.838906288
42003486000000,6,6,6,1.0,0.0,163.20140799881958,2387368.566595529,11678949.333681762
42003486550000,7,6,8,0.8571428571428571,-1.0,346.332765105622,2403064.38159564,11692168.5835156
42003486560000,4,5,6,1.25,1.0,341.79485769029,2401846.954023984,11690138.258009318
42003486570000,6,6,6,1.0,0.0,165.7593287284498,2416727.6310611013,11666705.83289563
42003486600000,5,5,5,1.0,0.0,165.87349880353057,2418226.0476320693,11667836.601725549
42003486600100,5,5,5,1.0,0.0,166.2150191496463,2418371.0667799357,11667137.820128717
42003486940000,2,2,2,1.0,0.0,163.22095520651487,2357817.4834222393,11729641.424764313
42003486970000,2,2,2,1.0,0.0,165.81387914005617,2353151.908785678,11744966.949224517
42003487250000,6,6,7,1.0,0.0,346.02860041342643,2400395.1995894527,11687204.152104974
42003487260000,5,4,5,0.8,-1.0,346.1837529498233,2401612.8844631272,11687524.106731417
42003487280000,5,3,3,0.6,-2.0,166.22525152273386,2404811.89627636,11698219.813948434
42003487290000,4,3,4,0.75,-1.0,164.74749403927282,2406154.81181484,11698362.561642148
42003487610000,6,5,5,0.8333333333333334,-1.0,345.81299172993266,2381349.707968668,11810369.173441432
42003487620000,7,6,6,0.8571428571428571,-1.0,345.8063624900112,2380806.1497360673,11808527.223245054
42003487620100,7,6,6,0.8571428571428571,-1.0,345.77123144020965,2380412.4388535554,11810074.259254713
42003488020000,7,5,5,0.7142857142857143,-2.0,342.4531294416047,2416777.5471108826,11686871.770729437
42003488030000,8,7,7,0.875,-1.0,346.2929611728131,2418091.3527782117,11687997.217717905
42003488060000,2,2,2,1.0,0.0,163.03722416788304,2354547.2188602127,11745540.156394418
42003488190000,2,2,2,1.0,0.0,163.89758258180575,2361627.930969449,11730805.409479924
42003488200000,3,3,3,1.0,0.0,164.44643531748505,2359699.4168904955,11730285.05024373
42003488380000,4,3,4,0.75,-1.0,346.32373092593184,2406952.2548140613,11673944.139271202
42003488390100,5,5,5,1.0,0.0,346.4136907485081,2408920.411295248,11671608.508421216
42003488390300,4,4,5,1.0,0.0,345.0002263755948,2408301.346160602,11674362.482360858
42003488420000,3,3,3,1.0,0.0,343.07908356285606,2386348.1790893003,11668531.450897656
42003488430000,8,6,6,0.75,-2.0,342.6125394688896,2411700.641675598,11675962.969604235
42003488450000,5,5,5,1.0,0.0,163.14407480461426,2410596.703633724,11670300.083991613
42003488460000,5,7,9,1.4,2.0,161.70498449131728,2411817.0660016364,11670696.000634857
42003488480000,4,4,4,1.0,0.0,341.3617462131661,2394458.812552223,11681918.262485895
42003488480100,4,4,4,1.0,0.0,343.27274107771905,2394105.970417342,11683330.117508192
42003488490000,5,5,5,1.0,0.0,343.3458978571032,2395346.0532444827,11683598.005169071
42003488500000,6,7,7,1.1666666666666667,1.0,343.55194623947637,2416064.5249164347,11665944.057637144
42003488500100,6,7,7,1.1666666666666667,1.0,343.8442959663963,2415825.477760689,11666661.056412987
42003488510000,5,5,5,1.0,0.0,343.5261478612085,2414576.235087976,11666303.965724962
42003488650000,4,3,3,0.75,-1.0,160.2477563820927,2399045.980484329,11654575.716810083
42003488650100,3,2,3,0.6666666666666666,-1.0,160.8650168030229,2399984.9392066216,11651945.047810547
42003488670000,3,3,3,1.0,0.0,343.1317820291919,2388568.5688947574,11669875.710933663
42003488680000,2,2,2,1.0,0.0,342.53628378239824,2390207.8694191086,11670264.101450222
42003488870000,4,3,3,0.75,-1.0,343.33891935673876,2399705.2823093813,11706139.623614484
42003488880000,5,4,5,0.8,-1.0,343.38184576171795,2400946.4842763385,11706560.321109511
42003488890000,3,2,3,0.6666666666666666,-1.0,341.11638296066724,2398188.437491445,11706016.159464616
42003488900100,4,4,4,1.0,0.0,160.07796910542547,2410397.952269134,11708472.631309308
42003488910000,3,3,4,1.0,0.0,154.61862484493466,2411677.4971941756,11709765.793521728
42003488930000,3,2,3,0.6666666666666666,-1.0,168.6571229498007,2408189.724874212,11709987.317969088
42003488950000,8,8,8,1.0,0.0,342.9265661904605,2378517.464878821,11785955.488918394
42003488960000,8,8,8,1.0,0.0,342.70062701704813,2376766.0641622073,11785439.511620773
42003488970000,8,8,8,1.0,0.0,343.00520831725026,2377642.8870510766,11785698.447690807
42003489210000,10,9,9,0.9,-1.0,163.02947619069204,2373479.7965135374,11784287.944945008
42003489220000,10,8,8,0.8,-2.0,162.96314599443136,2372606.286410276,11784015.528415596
42003489230000,8,7,7,0.875,-1.0,162.92486070935553,2371714.9807250975,11783736.866734672
42003489240000,7,6,6,0.8571428571428571,-1.0,162.76317536365121,2370824.926504638,11783459.542830091
42003489250000,7,6,6,0.8571428571428571,-1.0,163.2112158184192,2369934.950170637,11783159.233945262
42003489260000,7,5,5,0.7142857142857143,-2.0,162.92575876704433,2369077.0376309464,11782881.923716847
42003489270000,1,1,1,1.0,0.0,343.3427990428843,2361733.157594946,11685374.100272637
42003489280000,2,3,4,1.5,1.0,163.47584482530567,2362940.01407493,11676662.70647066
42003489730000,3,1,2,0.3333333333333333,-2.0,161.70849391538346,2403125.214357813,11651342.570736473
42003489900000,10,9,9,0.9,-1.0,341.6433738829749,2413328.241406334,11692659.319633696
42003489910100,8,7,8,0.875,-1.0,342.57696625939093,2414779.9328414463,11694197.069334973
42003489920000,5,5,5,1.0,0.0,343.11250763837955,2416139.2166445246,11696421.634333879
42003489930000,4,3,3,0.75,-1.0,343.30220973447433,2417691.989116107,11697695.844281588
42003490780000,3,2,2,0.6666666666666666,-1.0,343.24774021571346,2426530.878094895,11671322.651666533
42003490790000,4,3,4,0.75,-1.0,343.77996745576183,2427303.984314326,11673435.051906686
42003490800000,4,3,3,0.75,-1.0,341.63517265745116,2428398.042767171,11675346.021096576
42003490810000,4,2,2,0.5,-2.0,342.30917421832027,2429712.4655681173,11675356.07261037
42003490830000,4,2,2,0.5,-2.0,342.69057430642215,2432298.8250205484,11677195.90284266
42003490840000,3,3,3,1.0,0.0,343.12651521546223,2433542.4553507827,11678412.9532445
42003490850000,5,4,4,0.8,-1.0,343.03207193518426,2434817.3682971634,11679424.951223437
42003490860000,3,1,1,0.3333333333333333,-2.0,162.24645986519008,2406052.8214134914,11651868.177169546
42003490880000,2,1,1,0.5,-1.0,162.4113667649141,2408692.2574559012,11652772.401889928
42003490960000,4,3,3,0.75,-1.0,343.07137720516096,2376956.1869068956,11791032.958140485
42003490970000,5,4,4,0.8,-1.0,343.05175923720645,2376101.7380182445,11790794.774991166
42003490980000,6,6,6,1.0,0.0,343.22370321499426,2375227.865357756,11790507.379288526
42003491030000,3,3,5,1.0,0.0,343.3452646655474,2365522.8744804943,11690835.52663133
42003491040000,3,3,5,1.0,0.0,343.6751453339237,2367126.763349982,11691674.870181317
42003491430000,2,2,1,1.0,0.0,184.30397370302185,2389394.621699663,11683628.863166712
42079333440000,1,1,1,1.0,0.0,183.94215545119292,2238991.077269329,12130121.594166437
42079333790100,1,1,1,1.0,0.0,2.436840537565955,2271213.4749337444,12130186.482522398
42103343100200,5,5,3,1.0,0.0,119.92182289278229,2401098.7406026954,11488328.097082227
42103346360000,10,10,2,1.0,0.0,269.8206945919162,2382866.546510498,11450538.738001771
42103348130100,5,5,4,1.0,0.0,166.09899616854872,2402632.0220669257,11487004.327207185
42103349080000,3,3,3,1.0,0.0,124.65730500481145,2478813.58257268,11407759.925914802
42103349110000,3,3,3,1.0,0.0,114.22823454281732,2477988.67948735,11405996.885552432
42103349120000,3,3,3,1.0,0.0,120.05841435805846,2477743.6110087764,11407225.566291299
42103353360000,2,2,2,1.0,0.0,280.5835118312229,2465067.7480893987,11416258.726235244
42103353370000,2,2,2,1.0,0.0,280.7970956050118,2465329.573243644,11415132.770591184
42103356800000,1,1,1,1.0,0.0,28.088199629239508,2473611.2567927316,11425575.289810395
42103356810000,7,5,5,0.7142857142857143,-2.0,300.56525733390595,2458772.236104127,11428942.324245544
42103357090000,21,19,19,0.9047619047619048,-2.0,166.04537584136398,2361895.0898902873,11464664.706256073
42103357180000,22,21,21,0.9545454545454546,-1.0,164.5423350132613,2360576.660841354,11464307.180700004
42103357200000,19,17,17,0.8947368421052632,-2.0,165.48864955400086,2363084.108163937,11464846.33490444
42103357240000,7,5,5,0.7142857142857143,-2.0,299.3149109194582,2457960.868203138,11428306.185198624
42103357250000,8,8,6,1.0,0.0,342.4950083425158,2458988.6271018586,11435224.067945693
42103357650000,7,6,6,0.8571428571428571,-1.0,299.3419528726247,2457634.932066558,11427427.816650588
42103357660000,7,6,6,0.8571428571428571,-1.0,298.8529812036781,2457939.4707413875,11430509.85908141
42103357730000,4,5,4,1.25,1.0,300.1464171186052,2453511.3413740555,11432649.845652558
42103357750000,5,4,4,0.8,-1.0,300.5050289954115,2453350.1642747386,11433727.265490353
42103357760000,7,8,8,1.1428571428571428,1.0,298.3467963510525,2454976.671366842,11434137.386582367
42103357780000,7,6,6,0.8571428571428571,-1.0,298.1382031042657,2457133.4324532254,11426598.117410388
42103357790000,4,3,3,0.75,-1.0,299.109535020756,2460881.871314517,11440961.52672121
42103357800000,6,6,6,1.0,0.0,298.89106742328005,2457504.390366844,11425404.641862229
42103357890000,15,13,12,0.8666666666666667,-2.0,160.31130663777296,2367022.8908657385,11460937.407443926
42103357920000,4,3,3,0.75,-1.0,341.8797627854173,2450404.400539799,11430401.367143653
42103357930000,2,1,1,0.5,-1.0,299.00134322053196,2460705.2277232013,11444311.539386295
42103357940000,8,7,7,0.875,-1.0,298.44078869338824,2457914.638589995,11431519.383353762
42103357950000,5,4,4,0.8,-1.0,298.9372468388958,2459882.6376422816,11431534.824964281
42103357960000,3,3,3,1.0,0.0,254.38756768811584,2463732.3661366217,11420858.559365947
42103358010000,13,13,12,1.0,0.0,163.1203912883292,2356489.433968571,11462823.540370516
42103358220000,20,17,17,0.85,-3.0,165.29346151089456,2358124.337697588,11463381.003911711
42103358240000,20,19,18,0.95,-1.0,165.33429730402102,2359504.1125888256,11463685.402343176
42103358260000,16,15,15,0.9375,-1.0,344.29108815275845,2364570.9821810587,11465559.371878723
42103358270000,18,15,15,0.8333333333333334,-3.0,163.7923514850999,2365983.7290188037,11460262.321866063
42103358310000,5,4,4,0.8,-1.0,164.065571136612,2450336.2665878334,11424268.313090635
42103358370000,2,2,2,1.0,0.0,352.9499161218435,2419439.192721092,11447961.316456921
42103358440000,17,15,14,0.8823529411764706,-2.0,168.99719916773958,2362042.052161446,11458834.718718374
42103358450000,16,15,14,0.9375,-1.0,171.57048267370297,2364351.393115725,11459606.435077652
42103358460000,17,16,16,0.9411764705882353,-1.0,164.4356808555359,2360754.9749361724,11458554.074388493
42103358470000,16,16,16,1.0,0.0,164.54408978453884,2359629.192299792,11458319.452376954
42103358510000,15,15,14,1.0,0.0,177.54331183242684,2363330.7240295485,11459303.85128501
42103358540000,3,3,3,1.0,0.0,164.0847459633204,2447129.3259577863,11434345.061296657
42103358550000,3,3,3,1.0,0.0,343.04594692369136,2445554.52773799,11439885.721321823
42103358600000,6,5,4,0.8333333333333334,-1.0,163.92226304021784,2453236.6407393143,11427940.309466867
42103358610000,5,5,5,1.0,0.0,343.86280738697315,2448651.587150811,11429699.718469206
42103358620000,5,5,4,1.0,0.0,162.84691044931608,2451812.2807404436,11425570.205220021
42103358730000,3,3,2,1.0,0.0,164.27744889943665,2448943.283988189,11435044.135874428
42103358740000,5,5,5,1.0,0.0,344.0498673320752,2401708.01866658,11487711.600478813
42103358760000,21,20,20,0.9523809523809523,-1.0,167.88450110415226,2362159.929357183,11464419.383593367
42103358820000,18,16,16,0.8888888888888888,-2.0,164.5267586442201,2360719.9227373665,11458622.72545489
42103358830000,14,13,13,0.9285714285714286,-1.0,166.42934875707627,2366211.1221767496,11460532.858960904
42103359000000,2,2,2,1.0,0.0,344.279793167653,2417951.0050027957,11447575.153023481
42103359060000,12,12,12,1.0,0.0,161.49867748843297,2364818.0946865454,11454256.562232759
42103359070000,12,12,12,1.0,0.0,159.24664278258285,2364770.6669276734,11454315.247766048
42103359077000,21,18,12,0.8571428571428571,-3.0,159.0113391319443,2364363.053082984,11455402.001886625
42103359080000,12,12,12,1.0,0.0,167.129607499894,2362959.989580931,11453740.820924267
42103359090000,18,14,13,0.7777777777777778,-4.0,159.9444380831243,2365661.3955383818,11460334.047096128
42103359097000,20,20,13,1.0,0.0,160.5371832273364,2365364.824500171,11461212.85068839
42103359100000,17,16,15,0.9411764705882353,-1.0,160.70402675100627,2359325.9972332884,11458760.576170225
42103359110000,17,16,14,0.9411764705882353,-1.0,169.99087750570592,2364710.345242223,11459603.255422954
42103359120000,19,15,15,0.7894736842105263,-4.0,341.2004647168406,2363319.2909040027,11465205.762289792
42103359130000,14,14,14,1.0,0.0,166.08510588086116,2363709.2193774674,11453999.058832712
42103359140000,19,16,12,0.8421052631578947,-3.0,350.02370326484805,2363272.0909702145,11460019.722198814
42103359150000,9,8,8,0.8888888888888888,-1.0,340.99389277730074,2365962.1185601708,11465971.875740968
42103359160000,14,12,12,0.8571428571428571,-2.0,167.39126646147085,2367305.7910917234,11460602.766140547
42103359170000,9,8,8,0.8888888888888888,-1.0,339.04034213219956,2365999.239359822,11466185.137848554
42103359180000,20,21,19,1.05,1.0,164.72420291635177,2359622.599049851,11463601.767108921
42103359190000,16,14,14,0.875,-2.0,156.17419684591604,2362236.563348147,11459093.796744056
42103359200000,22,21,21,0.9545454545454546,-1.0,349.57905402057463,2360549.5884086536,11464398.687511507
42103359210000,19,17,17,0.8947368421052632,-2.0,349.09310351518474,2358035.8979667025,11463592.559599927
42103359220000,11,10,10,0.9090909090909091,-1.0,162.48674472952214,2368331.2005403778,11460920.027905678
42103359230000,11,10,10,0.9090909090909091,-1.0,162.65708982541068,2368460.8688041503,11460873.4085039
42103359240000,7,7,7,1.0,0.0,346.42218777563295,2366892.05127253,11466255.277630525
42103359250000,15,17,11,1.1333333333333333,2.0,175.07235345907327,2366333.027003013,11454588.845748048
42103359260000,10,9,9,0.9,-1.0,164.25379026975895,2356333.317427871,11457368.743372671
42103359270000,7,5,5,0.7142857142857143,-2.0,164.48739458357124,2369883.8199181333,11461395.966882922
42103359280000,16,14,14,0.875,-2.0,339.85015794085746,2364639.8968015537,11465768.187225543
42103359290000,14,14,14,1.0,0.0,165.39913781625566,2363722.398957247,11454023.115254719
42103359300000,7,7,7,1.0,0.0,344.6329900946423,2366886.7795067304,11466312.005511314
42103359310000,15,19,11,1.2666666666666666,4.0,172.7749646376276,2366340.7239513556,11454646.0192487
42103359320000,10,8,8,0.8,-2.0,164.54109182670402,2356232.286788595,11457222.79158076
42103359330000,7,4,4,0.5714285714285714,-3.0,166.94952502677276,2370006.6512249857,11461430.950254373
42103359340000,29,31,31,1.0689655172413792,2.0,164.7321319589848,2361641.497197019,11462800.849796914
42103359350000,18,15,15,0.8333333333333334,-3.0,343.55552216617457,2357328.521388284,11463435.712341301
42103359360000,17,15,15,0.8823529411764706,-2.0,164.63989966572416,2363931.187636786,11464820.968466915
42103359380000,5,4,4,0.8,-1.0,163.9252833455508,2449506.096021396,11424168.405705752
42103359400000,5,3,3,0.6,-2.0,163.96819307735208,2447758.5408967393,11423568.154431093
42103359450000,11,11,10,1.0,0.0,344.70805400547516,2355623.847048737,11462932.566617552
42103359510000,17,14,14,0.8235294117647058,-3.0,344.90333986601723,2356989.099013601,11463333.407423846
42103359520000,12,12,12,1.0,0.0,162.26242465779583,2357228.723208626,11457359.896020217
42103359530000,12,12,12,1.0,0.0,162.36105272021862,2357129.817437974,11457448.620436402
42103359660000,6,6,6,1.0,0.0,298.353614485703,2455502.279002293,11435853.63699841
42103359680000,8,7,7,0.875,-1.0,295.1393823064902,2455100.2349192016,11434894.40420182
42103359710000,11,10,10,0.9090909090909091,-1.0,344.70847310616,2355592.418297562,11462984.05882354
42103359720000,3,2,2,0.6666666666666666,-1.0,163.9139767198156,2445132.7579005267,11422809.41825628
42103359750000,4,4,4,1.0,0.0,254.98481789079807,2463477.204606121,11421655.43437477
42103359760000,3,3,3,1.0,0.0,253.63013836855635,2466169.9263658933,11421158.23337933
42103359810000,4,4,2,1.0,0.0,256.6793379536198,2453708.2247275375,11423798.440082293
42103359820000,3,3,3,1.0,0.0,343.76860151263736,2447374.5566490507,11440460.586645762
42103359840000,9,7,7,0.7777777777777778,-2.0,344.94094238188865,2354705.023632109,11462762.889539167
42103359850000,17,17,17,1.0,0.0,163.94548789419866,2358488.050505071,11457736.588430319
42103359860000,9,8,8,0.8888888888888888,-1.0,344.7045301855741,2354850.8374090455,11462704.962855993
42103359870000,17,17,17,1.0,0.0,164.51146432481707,2358291.2948092525,11457944.741004247
42103359890000,1,1,1,1.0,0.0,340.64773345658034,2437135.75424964,11476655.06769083
42103359900000,2,2,2,1.0,0.0,345.9510380385604,2432337.6836033897,11469113.318368264
42103359910000,1,1,1,1.0,0.0,164.46910215285754,2444064.733716385,11461649.018719818
42103359920000,3,3,3,1.0,0.0,346.3234956770571,2438724.3697356777,11466418.92611023
42103359930000,1,1,1,1.0,0.0,345.6883127956365,2444610.9697633893,11471880.779424801
42103359940000,5,5,5,1.0,0.0,331.26914202825196,2403798.883197723,11488545.673772607
42103359960000,5,5,5,1.0,0.0,345.33589334975113,2373948.6021520677,11468532.223754842
42103359990000,2,2,2,1.0,0.0,164.99414533142317,2391879.5260711582,11473653.048878724
42103360120000,3,3,3,1.0,0.0,163.71288339818582,2407146.246177828,11411143.165827716
42103360140000,7,7,7,1.0,0.0,165.50478509891659,2361790.633006932,11453185.414793465
42103360320000,14,14,14,1.0,0.0,166.49438100601523,2363955.5130702984,11454067.159815885
42103360370000,4,4,4,1.0,0.0,163.61749633514012,2459789.2450484484,11421151.52037704
42103360480000,4,3,3,0.75,-1.0,169.43399651556672,2389835.548203989,11473104.586184261
42103360490000,5,5,5,1.0,0.0,344.90838756190107,2375152.3573169634,11468790.737677665
42103360520000,6,5,5,0.8333333333333334,-1.0,343.7469532127538,2447848.1110636657,11429568.46645518
42103360530000,7,6,6,0.8571428571428571,-1.0,340.83484333194855,2446200.929262988,11429043.475166902
42103360540000,1,1,1,1.0,0.0,342.64819058426065,2460431.6008598623,11416961.886866197
42103360560000,5,5,5,1.0,0.0,335.188227298812,2402795.711576854,11488099.428301997
42103360650000,3,3,3,1.0,0.0,166.7603567733171,2405513.716010755,11411182.030200116
42103360670000,5,5,5,1.0,0.0,344.1454005479094,2450315.6556336754,11413688.046351619
42103360690000,3,3,3,1.0,0.0,161.69774915399663,2404536.7381580053,11410858.398657415
42103360700000,2,2,2,1.0,0.0,344.3149445769393,2456138.4898626413,11415403.56257547
42103360770000,4,3,3,0.75,-1.0,163.8872366289533,2454244.6062923903,11409160.32547205
42103360780000,12,12,12,1.0,0.0,169.49524175026858,2365183.78512331,11454487.703185996
42103360790000,4,3,3,0.75,-1.0,164.0386927844575,2446785.3987733917,11423497.811803075
42103360800000,8,4,4,0.5,-4.0,164.2184068902348,2360445.2232315894,11452790.675450183
42103360810000,1,1,1,1.0,0.0,163.8988604608016,2461282.777343503,11454965.575490098
42103360820000,3,3,3,1.0,0.0,163.51080111548393,2388478.125280506,11472619.545831826
42103360870000,3,2,2,0.6666666666666666,-1.0,164.51687283863396,2387091.1181963747,11472266.63619123
42103360910000,1,1,1,1.0,0.0,168.301931729924,2412431.741114272,11407314.91792617
42103360990000,21,21,18,1.0,0.0,165.59379999893036,2359791.930012135,11463459.888413426
42103360997000,19,18,18,0.9473684210526315,-1.0,165.2765454173823,2359696.38734238,11463869.109001938
42103361000000,20,17,17,0.85,-3.0,348.8020521420074,2360345.128735933,11459396.154431906
42103361010000,14,12,11,0.8571428571428571,-2.0,161.70860264385678,2366036.737048749,11454654.997107202
42103361030000,4,4,4,1.0,0.0,344.5639101048294,2376078.196726306,11469219.591770094
42103361040000,2,2,2,1.0,0.0,164.4876699801264,2376570.026467711,11463193.676738534
42103361050000,5,5,5,1.0,0.0,297.28977768548947,2455274.5321560353,11436964.419487126
42103361060000,3,3,3,1.0,0.0,164.5529607139437,2377681.491200887,11463527.253968447
42103361070000,22,19,19,0.8636363636363636,-3.0,166.0546605864674,2358402.6339572766,11462826.43262311
42103361080000,3,3,3,1.0,0.0,344.786475169283,2377241.912935746,11469548.492856823
42103361090000,22,19,19,0.8636363636363636,-3.0,344.58345162893494,2360975.5210418557,11464207.455700248
42103361100000,21,20,20,0.9523809523809523,-1.0,338.44626477116793,2362027.2411861653,11464511.187835906
42103361110000,2,2,2,1.0,0.0,345.45393339824983,2397796.5192936216,11492295.81167591
42103361110001,2,2,2,1.0,0.0,345.45393339824983,2397796.5192936216,11492295.81167591
42103361130000,4,3,4,0.75,-1.0,297.7243183246791,2454978.1239131615,11438139.606210554
42103361310000,4,4,4,1.0,0.0,347.1956045458978,2372839.881390503,11468178.337222714
42103361480000,6,5,5,0.8333333333333334,-1.0,163.43015601914038,2456051.079086528,11424398.576151092
42103361500000,10,7,7,0.7,-3.0,170.6785073607413,2361863.293341636,11453307.078971386
42103361550000,2,2,2,1.0,0.0,164.37222873701464,2429246.3156891065,11479015.020175077
42103361560000,2,2,2,1.0,0.0,164.38236554257693,2430520.442808694,11479361.79470675
42103361570000,12,12,12,1.0,0.0,342.5290131394351,2356356.748804943,11463025.549563998
42103361580000,14,11,11,0.7857142857142857,-3.0,164.42215056919838,2367294.7864040593,11460827.295281937
42103361720000,5,5,5,1.0,0.0,342.18120506564804,2458477.4565828815,11438381.75913518
42103361790000,13,12,12,0.9230769230769231,-1.0,343.0629252608588,2365307.931241318,11465661.141615102
42103361800000,20,19,18,0.95,-1.0,345.84801646093024,2358766.586421986,11463451.38136027
42103361810000,13,13,13,1.0,0.0,165.4234185459682,2366604.188172807,11460550.88911153
42103361820000,4,5,4,1.25,1.0,163.78304744005365,2458053.3067310615,11422371.429944173
42103362050000,3,2,2,0.6666666666666666,-1.0,343.57793327062035,2455356.7244129404,11415158.941199578
42103362060000,4,4,4,1.0,0.0,344.01475111113865,2451057.176050709,11413807.343562316
42103362080000,15,14,15,0.9333333333333333,-1.0,166.48989218341328,2365331.43487659,11459849.38383554
42103362090000,23,24,21,1.0434782608695652,1.0,168.76263268295773,2361444.886381504,11463692.19175348
42103362130000,18,17,17,0.9444444444444444,-1.0,345.8856546068697,2362583.036802152,11464954.901714172
42103362140000,17,16,15,0.9411764705882353,-1.0,166.17769550761577,2360111.4528386677,11459000.633531284
42103362150000,21,18,18,0.8571428571428571,-3.0,342.97948771870296,2360122.777956466,11464020.967110904
42103362230000,3,3,3,1.0,0.0,344.3898747439579,2371601.623670053,11467771.657299517
